,flux_pfba,lower_bound,upper_bound,fva_lower,fva_upper,pathway,nad_dependent,nadp_dependent
HMGCOASim,0.0,0.0,0.0,0.0,0.0,Ketogenesis,False,False
HMGLm,0.0086468085106383,0.0,1000.0,0.0,0.0086468085106383,Ketogenesis / Leucine degradation,False,False
OCOAT1m,0.0817451542841727,-1000.0,1000.0,0.0,0.1623056320400501,Ketone bodies - degradation,False,False
BDHm,0.0168,0.0,0.0168,0.0,0.0168,Ketone bodies - degradation,True,False
MCCCrm,0.0086468085106383,0.0,1000.0,0.0,0.0086468085106383,Leucine degradation,False,False
MGCHrm,0.0086468085106383,-1000.0,1000.0,0.0,0.0086468085106383,Leucine degradation,False,False
LEUTAm,0.0086468085106383,-1000.0,1000.0,0.0,0.0086468085106383,Leucine degradation,False,False
r0655,0.0086468085106383,0.0,1000.0,0.0,0.0086468085106383,Leucine degradation,False,False
OIVD1m,0.0086468085106383,0.0,0.0086468085106383,0.0,0.0086468085106383,Leucine degradation,True,False
LPCOXc_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
LYSOXc_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
1PPDCRc_MitoCore,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),True,False
r0594,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),True,False
1PPDCRc_NADPH_MitoCore,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,True
RE1254C,0.0,-1000.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
PPD2CSPc_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
r0450,0.0086037735849056,-1000.0,1000.0,0.0,0.0086037735849056,Lysine degradation (saccharopine pathway),False,False
SACCD3m,0.0086037735849056,0.0,0.0090291262135922,0.0,0.0086037735849056,Lysine degradation (saccharopine pathway),False,True
R03103_MitoCore,0.0043018867924528,0.0,0.0043018867924528,0.0,0.0043018867924528,Lysine degradation (saccharopine pathway),False,True
AASAD3m,0.0043018867924528,0.0,0.0043018867924528,0.0,0.0043018867924528,Lysine degradation (saccharopine pathway),True,False
r0525,0.0086037735849056,0.0,0.0100971428571428,0.0,0.0086037735849056,Lysine degradation (saccharopine pathway),True,False
ASPTA,2.0440148750371536,-1000.0,1000.0,-0.0972910663086192,4.254919197748267,Malate aspartate shuttle,False,False
ASPGLUmB_MitoCore,1.8800148750371533,0.0,1000.0,0.0,4.090919197748267,Malate aspartate shuttle,False,False
MDH,-2.1402786113009227,-2.510105590062112,1.9115776397515485,-2.345707182729491,1.911577639751548,Malate aspartate shuttle,True,False
AKGMALtm,2.958766217307398,-1000.0,1000.0,-2.243093959159793,276.3150492205288,Malate aspartate shuttle,False,False
ASPTAm,-1.8800148750371533,-1000.0,1000.0,-4.090919197748269,0.0,Malate aspartate shuttle,False,False
CYSTGL,0.0,0.0,1000.0,0.0,0.0050000000000025,Methionine and Serine degradation,False,False
CYSTS,0.0,-1000.0,1000.0,0.0,0.0050000000000025,Methionine and Serine degradation,False,False
ADNK1,0.0,-1000.0,1000.0,0.0,0.0050000000000025,Methionine degradation,False,False
METAT,0.0,0.0,1000.0,0.0,0.005,Methionine degradation,False,False
METAT2_MitoCore,0.0,0.0,1000.0,0.0,0.0050000000000025,Methionine degradation,False,False
AHC,0.0,0.0,1000.0,0.0,0.0050000000000025,Methionine degradation,False,False
r0838B_MitoCore,-0.2642348901099017,-1000.0,1000.0,-17.358377348351,0.2822910663086195,Mitochondrial transport - diffusion / artificial,False,False
GLYCtm,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transport - diffusion / artificial,False,False
CREATtmdiffir,0.0,-1000.0,1000.0,-948.1047123298118,1000.0,Mitochondrial transport - diffusion / artificial,False,False
CYANtm,0.0,-1000.0,1000.0,0.0,0.0060000000000002,Mitochondrial transport - diffusion / artificial,False,False
O2tm,13.217356108304871,-1000.0,1000.0,10.228487710309208,13.219856108304857,Mitochondrial transport - diffusion / artificial,False,False
CO2tm,-10.382533626842523,-1000.0,1000.0,-11.44660184448243,-6.80366728143215,Mitochondrial transport - diffusion / artificial,False,False
r0941,0.6432792623383392,-1000.0,1000.0,0.0,1.71,Mitochondrial transport - diffusion / artificial,False,False
Biomasst_MitoCore,0.0,-1000.0,1000.0,-0.0093023255813953,0.0,Mitochondrial transport - diffusion / artificial,False,False
PCREATtmdiffirB_MitoCore,0.0,-1000.0,1000.0,-948.1047123298118,1000.0,Mitochondrial transport - diffusion / artificial,False,False
H2Otm,-76.17120196553317,-1000.0,1000.0,-89.9245305277429,-55.06812001568725,Mitochondrial transport - diffusion / artificial,False,False
TCYNTtmB_MitoCore,0.0,-1000.0,1000.0,0.0,0.0060000000000002,Mitochondrial transport - diffusion / artificial,False,False
PEFLIPm,0.0,0.0,1000.0,0.0,0.0,Mitochondrial transport - lipids,False,False
PCFLOPm,0.0,0.0,1000.0,0.0,0.0,Mitochondrial transport - lipids,False,False
PSFLIPm,0.0,0.0,1000.0,0.0,0.0,Mitochondrial transport - lipids,False,False
FE2tm,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transporters - characterised,False,False
ORNt4mB_MitoCore,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
PYRt2m,2.057750311409796,0.0,1000.0,0.0,275.41403331464704,Mitochondrial transporters - characterised,False,False
ATPtmB_MitoCore,65.79573094457537,-1000.0,1000.0,-948.1047123298118,1000.0,Mitochondrial transporters - characterised,False,False
r0830,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
r0829,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
r0830B_MitoCore,0.001,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
r0917b_MitoCore,0.0,-1000.0,0.0,-49.20413094057964,0.0,Mitochondrial transporters - characterised,False,False
r0917,0.0,0.0,1000.0,0.0,49.20413094057968,Mitochondrial transporters - characterised,False,False
r0913,0.0,0.0,1000.0,0.0,3.6220952869196417,Mitochondrial transporters - characterised,False,False
GLUt2mB_MitoCore,0.1499963286493611,0.0,1000.0,0.0,273.5062793318868,Mitochondrial transporters - characterised,False,False
CITtbm,0.0,-1000.0,0.0,0.0,0.0,Mitochondrial transporters - characterised,False,False
r1427,0.0,-1000.0,1000.0,0.0,0.0017674418604651,Mitochondrial transporters - characterised,False,False
ORNt3mB_MitoCore,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
ACACt2mB_MitoCore,0.0562983457735344,-1000.0,1000.0,0.0,0.1368588235294118,Mitochondrial transporters - characterised,False,False
HtmB_MitoCore,0.0,0.0,1000.0,0.0,49.20413094057902,Mitochondrial transporters - characterised,False,False
MALTSULtm,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
PIt2mB_MitoCore,65.0001021620983,-1000.0,1000.0,-221.65459460884315,78.74873841661628,Mitochondrial transporters - characterised,False,False
COAtmC_MitoCore,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised,False,False
COAtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised,False,False
SUCCt2m,-0.001,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
SUCCt3m_MitoCore,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
MALtm,-0.7946287824770635,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
ARGtmB_MitoCore,0.007,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
r2398B_MitoCore,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
r2402B_MitoCore,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
LYStmB_MitoCore,0.0086037735849056,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
MALSO3tm,-0.001,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
MALSO4tm,0.0,-1000.0,1000.0,-1000.0,1000.0,Mitochondrial transporters - characterised,False,False
CITtamB,0.0,-1000.0,0.0,-3.622095286919665,0.0,Mitochondrial transporters - characterised,False,False
r0962B_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transporters - uncharacterised,False,False
BUTt2mB_MitoCore,0.006,-1000.0,1000.0,0.0,0.006,Mitochondrial transporters - uncharacterised,False,False
ILEt5m,0.0021617021276595,-1000.0,1000.0,0.0,0.004,Mitochondrial transporters - uncharacterised,False,False
r1436,0.0,-1000.0,1000.0,0.0,0.0021395348837209,Mitochondrial transporters - uncharacterised,False,False
UREAtm,-0.007,-1000.0,1000.0,-0.2682910663085067,0.0,Mitochondrial transporters - uncharacterised,False,False
LEUt5m,0.0086468085106383,-1000.0,1000.0,0.0,0.016,Mitochondrial transporters - uncharacterised,False,False
r1437,0.001,-1000.0,1000.0,0.0,0.0060000000000073,Mitochondrial transporters - uncharacterised,False,False
TRPtm_MitoCore,0.0,-1000.0,1000.0,0.0,0.0001860465116279,Mitochondrial transporters - uncharacterised,False,False
CHLtmB_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transporters - uncharacterised,False,False
r1435,-0.0638063186813331,-1000.0,1000.0,-0.1853659574468085,0.1913947550717466,Mitochondrial transporters - uncharacterised,False,False
ASNtm,0.0,-1000.0,1000.0,0.0,0.003906976744186,Mitochondrial transporters - uncharacterised,False,False
r1434,0.001,-1000.0,0.001,-273.35528300321187,0.001,Mitochondrial transporters - uncharacterised,False,False
r1455,0.0,-1000.0,1000.0,0.0,0.0036279069767441,Mitochondrial transporters - uncharacterised,False,False
r1078,0.0,-1000.0,1000.0,0.0,0.0022325581395348,Mitochondrial transporters - uncharacterised,False,False
GLYtm,0.1276126373626663,-1000.0,1000.0,-0.3718127659574468,0.3782667986145472,Mitochondrial transporters - uncharacterised,False,False
r1440,0.0,-1000.0,1000.0,0.0,0.0043720930232558,Mitochondrial transporters - uncharacterised,False,False
FORt2mB_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transporters - uncharacterised,False,False
FUMtmB_MitoCore,0.0,-1000.0,0.0,-27.035236780537684,0.0,Mitochondrial transporters - uncharacterised,False,False
VALt5m,0.0024161849710982,-1000.0,1000.0,0.0,0.0073464175292378,Mitochondrial transporters - uncharacterised,False,False
GLNtm,0.0,-1000.0,1000.0,0.0,17.094142458242892,Mitochondrial transporters - uncharacterised,False,False
PROtm,0.004,-1000.0,1000.0,-0.2572910663085181,0.004,Mitochondrial transporters - uncharacterised,False,False
BHBtmB_MitoCore,0.0168,-1000.0,1000.0,0.0,0.0168,Mitochondrial transporters - uncharacterised,False,False
PPAtmB_MitoCore,0.0,-1000.0,1000.0,-1.5979873254894024,0.0,Mitochondrial transporters - uncharacterised,False,False
BALAtmr,0.0,-1000.0,1000.0,0.0,0.0,Mitochondrial transporters - uncharacterised,False,False
NOS1,0.0,0.0,0.3212240963855376,0.0,0.2612910663086192,NOS Signalling,False,True
NOS2,0.0,0.0,0.3212240963855376,0.0,0.2612910663086192,NOS Signalling,False,True
OF_ATP_MitoCore,66.49206883862146,0.0,1000.0,53.19365507089717,66.49206883862146,Objective Function - ATP ,False,False
OF_HEME_MitoCore,0.0,0.0,1000.0,0.0,0.0,Objective Function - Heme,False,False
OF_LIPID_MitoCore,0.0,0.0,1000.0,0.0,0.0,Objective Function - Lipid synthesis ,False,False
OF_PROTEIN_MitoCore,0.0,0.0,1000.0,0.0,0.0093023255813953,Objective Function - Protein Synthesis,False,False
ORNTArm,0.007,-1000.0,1000.0,-0.1236455331543096,0.007,Ornithine degradation,False,False
r0464c_MitoCore,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic),False,True
PTRCOX1,0.0,0.0,1000.0,0.0,0.0,Ornithine degradation (cytosolic),False,False
ABUTD,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic),True,False
ORNDC,0.0,0.0,1000.0,0.0,0.0,Ornithine degradation (cytosolic),False,False
TKT1,0.0,-1000.0,1000.0,0.0,0.0,Pentose phosphate pathway,False,False
G6PDH2r,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway,False,True
TKT2,0.0,-1000.0,1000.0,0.0,0.0,Pentose phosphate pathway,False,False
RPE,0.0,-1000.0,1000.0,0.0,0.0,Pentose phosphate pathway,False,False
RPI,0.0,-1000.0,1000.0,0.0,0.0,Pentose phosphate pathway,False,False
PGL,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway,False,False
GND,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway,False,True
TALA,0.0,-1000.0,1000.0,0.0,0.0,Pentose phosphate pathway,False,False
r0399,0.0118588235294117,0.0,1000.0,0.0,0.0118588235294118,Phenylalanine degradation,False,False
DHPR,0.0118588235294117,0.0,0.0118588235294117,0.0,0.0118588235294118,Phenylalanine degradation,True,False
r0074,0.011,0.0,3.405950188768522,0.0,1.812409844647244,Proline / ornithine degradation,True,False
PROD2mB_MitoCore,0.004,0.0,1000.0,0.0,9.00361538996521,Proline degradation,False,False
G5SADrm,-0.004,-1000.0,1000.0,-0.004,0.2572910663086193,Proline degradation/synthesis,False,False
G5SDym,0.0,0.0,1.801409844647244,0.0,1.801409844647244,Proline synthesis,False,True
GLU5Km,0.0,0.0,1000.0,0.0,1.801409844647244,Proline synthesis,False,False
P5CRm,0.0,0.0,2.9490041072326,0.0,2.9490041072326,Proline synthesis,False,True
P5CRxm,0.0,0.0,6.05061128273261,0.0,6.05061128273261,Proline synthesis,True,False
MMSAD1m,0.0024161849710982,0.0,0.0024161849710982,0.0,0.0024161849710982,Propanoate metabolism,True,False
PPCOACm,0.0137651211413073,0.0,1000.0,0.0,1.71,Propanoate metabolism,False,False
ACCOALm,0.0,0.0,1000.0,0.0,9.111876100107375,Propanoate metabolism,False,False
MMEm,-0.0137651211413073,-1000.0,1000.0,-0.0137651211413073,1.5842222043481575,Propanoate metabolism,False,False
MMMm,0.0137651211413073,-1000.0,1000.0,-1.5842222043481575,0.0137651211413073,Propanoate metabolism,False,False
MMCDm,0.0,0.0,1000.0,0.0,1.917858823529412,Propanoate synthesis,False,False
RE2649M,0.0,-1000.0,1000.0,0.0,9.111876100107365,Propanoate synthesis,False,False
AMPD1,0.0,0.0,1000.0,0.0,0.2612910663086187,Purine Nucleotide Cycle,False,False
ADSL1,0.0,0.0,1000.0,0.0,0.2612910663087281,Purine Nucleotide Cycle,False,False
ADSS,0.0,0.0,1000.0,0.0,0.2612910663086187,Purine Nucleotide Cycle,False,False
GTHPm,0.0195782634121177,0.0,1000.0,0.0067185870163667,0.0195832584171129,ROS defense,False,False
GTHOm,0.0195782634121177,0.0,0.0225338243803882,0.0067185870163667,0.0195832584171129,ROS defense,False,True
SPODMm,0.0195782634121177,0.0,1000.0,0.0067185870163667,0.0195832584171129,ROS defense,False,False
GTHP,0.0,0.0,1000.0,0.0,0.2612910663086174,ROS defense,False,False
GTHO,0.0,0.0,0.30807567567578,0.0,0.2612910663086173,ROS defense,False,True
ACONT,-0.0962637362637693,-1000.0,1000.0,-49.300394676843545,49.10786720431603,Reductive carboxylation,False,False
ICDHy,-0.0962637362637362,-0.0962637362637362,3.890980219780188,-0.0962637362637363,2.4979086853551644,Reductive carboxylation,False,True
ACITL,0.0962637362637693,0.0,1000.0,0.0,1.4380306693112166,Reductive carboxylation / Acetyl-CoA production for biosynthesis,False,False
PSERT,0.0378063186813331,-1000.0,1000.0,0.0,0.2612910663086188,Serine and glycine biosynthesis,False,False
PSP_L,0.0378063186813331,0.0,1000.0,0.0,0.2612910663086188,Serine and glycine biosynthesis,False,False
PGCD,0.0378063186813331,0.0,0.3146399999999955,0.0,0.2612910663086188,Serine and glycine biosynthesis,True,False
GHMT2r,0.1186126373626663,-1000.0,1000.0,-0.009,0.4586570237554274,Serine and glycine biosynthesis,False,False
GHMT2rm,-0.0638063186813331,-1000.0,1000.0,-0.1853659574468085,0.1859063829787234,Serine and glycine biosynthesis,False,False
r0060,0.0,0.0,1000.0,0.0,0.2822910663086188,Serine degradation,False,False
ICDHyrm,-0.0763341355097137,-1.7582325816171889,6.183541056317475,-1.758232581617189,4.990245477729439,TCA cycle,False,True
PDHm,1.438882978723402,0.0,1.438882978723402,0.0,1.438882978723402,TCA cycle,True,False
ICDHxm,4.954115976142622,0.0,7.922991034764919,0.0,5.967442002446073,TCA cycle,True,False
CSm,4.877781840632908,0.0,1000.0,3.388221568519925,23.10153404084763,TCA cycle,False,False
SUCOASm,-3.89204679386916,-1000.0,1000.0,-3.9737919481533335,-2.2320811140862222,TCA cycle,False,False
MDHm,6.136929382983668,0.0,6.267987826086953,1.8986708509750727,6.267987826086953,TCA cycle,True,False
ACONTm,4.877781840632908,-1000.0,1000.0,-44.32634909994693,54.08191278121269,TCA cycle,False,False
FUMm,3.973791948153333,-1000.0,1000.0,-23.06144483238506,3.9737919481533335,TCA cycle,False,False
AKGDm,3.9600268270120256,0.0,3.9600268270120256,2.722618507153346,3.960026827012026,TCA cycle,True,False
SUCOAS1m,0.0,-1000.0,1000.0,0.0,0.0,TCA cycle,False,False
PEPCKm,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery,False,False
ME2m,0.0,0.0,1.8196228782287829,0.0,1.819622878228783,TCA cycle periphery,False,True
ADK1m,0.006,-1000.0,1000.0,0.0,9.11787610010737,TCA cycle periphery,False,False
NDPK1m,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery,False,False
NNT_MitoCore,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery,True,True
PCm,0.6208673326863936,0.0,1000.0,0.0,1.71,TCA cycle periphery,False,False
ME1m,0.0,0.0,0.3147182662538711,0.0,0.3147182662538711,TCA cycle periphery,True,False
r0081,0.001,-1000.0,1000.0,-273.3552830032213,0.001,TCA cycle periphery,False,False
ACITLm_MitoCore,0.0,0.0,1000.0,0.0,18.22375220021473,TCA cycle periphery,False,False
r1154,0.0091872340425494,0.0,0.0091872340425494,0.0,0.0091872340425494,Threonine and Methionine degradation,True,False
2HBO,0.0,-0.0109929328621908,0.0,-0.0109929328621908,0.0,Threonine and Methionine degradation,True,False
r1155,0.0091872340425494,0.0,1000.0,0.0,0.0091872340425494,Threonine degradation,False,False
THRD_L,0.0091872340425494,0.0,1000.0,0.0,0.012,Threonine degradation,False,False
r0541,0.0086037735849056,0.0,1000.0,0.0,0.0086037735849056,Tryptophan / Lysine Metabolism ,False,False
2OXOADOXm,0.0086037735849056,0.0,0.0162127659574468,0.0,0.0086037735849056,Tryptophan / Lysine Metabolism ,True,False
KYN3OX,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism ,False,True
HKYNH,0.0,-1000.0,1000.0,0.0,0.0,Tryptophan Metabolism ,False,False
TRPO2,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,False,False
r0645,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,True,False
AMCOXO2_MitoCore,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,True,False
AMCOXO,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,False,True
FKYNH,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,False,False
PCLAD,0.0,0.0,1000.0,0.0,0.0,Tryptophan Metabolism ,False,False
FUMAC,0.0228588235294117,0.0,1000.0,0.0,0.0228588235294118,Tyrosine degradation,False,False
34HPPOR,0.0228588235294117,0.0,1000.0,0.0,0.0228588235294118,Tyrosine degradation,False,False
MACACI,0.0228588235294117,0.0,1000.0,0.0,0.0228588235294118,Tyrosine degradation,False,False
TYRTB_MitoCore,0.0,0.0,1000.0,0.0,0.2612910663086197,Tyrosine degradation,False,False
TYRTA,0.0228588235294117,-1000.0,1000.0,-0.2384322427792074,0.0228588235294118,Tyrosine degradation,False,False
HGNTOR,0.0228588235294117,0.0,1000.0,0.0,0.0228588235294118,Tyrosine degradation,False,False
ARGSL,0.0,-1000.0,1000.0,-0.007,0.2612910663086192,Urea Cycle,False,False
ARGNm,0.007,0.0,1000.0,0.0,0.2682910663086186,Urea Cycle,False,False
ARGN,0.0,0.0,1000.0,0.0,0.268291066308619,Urea Cycle,False,False
ARGSS,0.0,0.0,1000.0,0.0,0.2612910663086192,Urea Cycle,False,False
OIVD2m,0.0024161849710982,0.0,0.0059446808510638,0.0,0.0024161849710982,Valine degradation,True,False
r0560,0.0024161849710982,0.0,1000.0,0.0,0.0024161849710982,Valine degradation,False,False
ECOAH12m,0.0024161849710982,-1000.0,1000.0,0.0,0.0024161849710982,Valine degradation,False,False
3HBCOAHLm,0.0024161849710982,-1000.0,1000.0,0.0,0.0024161849710982,Valine degradation,False,False
VALTAm,0.0024161849710982,-1000.0,1000.0,0.0,0.0024161849710982,Valine degradation,False,False
HIBDm,0.0024161849710982,0.0,0.0109614118666089,0.0,0.0024161849710982,Valine degradation,True,False
