,293,mitoparp,293 + high NAD,mitoparp + high NAD,293 + low NAD,mitoparp + low NAD,subsystem
NDPK1m,0.0,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery
NDPK3m,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
NH4t3r,0.36200000000004096,0.36200000000000004,0.3620000000000237,0.36200000000000004,0.26568173953705865,0.32147830035117286,Boundary Conditions - Biomarkers
NNT_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery
NOS1,0.0,0.0,0.0,0.0,0.0,0.0,NOS Signalling
NOS2,0.0,0.0,0.0,0.0,0.0,0.0,NOS Signalling
NOt,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
O2t,19.8,19.8,19.8,19.8,14.497733906039265,13.274932578893113,Boundary conditions - core
O2tm,19.8,19.8,19.8,19.8,14.44015743545103,13.217356108304877,Mitochondrial transport - diffusion / artificial
OAAt_MitoCore,0.0,0.0,0.0,0.0,-0.8279635970383734,0.0,Boundary Conditions - Biomarkers
OCBTm,0.0,0.0,0.0,0.0,0.0,0.0,Citrulline biosynthesis
OCOAT1m,0.178,0.17799999999999905,0.17799999999999816,0.178,0.16230563204004925,0.08174515428416651,Ketone bodies - degradation
OF_ATP_MitoCore,100.87424844203977,100.882184823637,100.87424844203976,100.882184823637,71.56378433296977,66.4920688386215,Objective Function - ATP 
OF_HEME_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Heme
OF_LIPID_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Lipid synthesis 
OF_PROTEIN_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Protein Synthesis
OIVD1m,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
OIVD2m,0.011,0.011,0.011,0.011,0.002416184971098266,0.0024161849710982956,Valine degradation
OIVD3m,0.004,0.004,0.004,0.004,0.002161702127659575,0.002161702127659575,Isoleucine degradation
ORNDC,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
ORNTArm,0.007,0.007,0.007,0.007,0.007,0.007,Ornithine degradation
ORNt3mB_MitoCore,-0.007,-0.007,-0.007,-0.007,0.0,0.0,Mitochondrial transporters - characterised
ORNt4mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
P5CRm,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
P5CRxm,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
PCFLOPm,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
PCHOLHSTDe,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Lipids
PCHOLPm_hs,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
PCLAD,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
PCREATtmdiffirB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
PCm,0.0,0.0,0.0,0.0,1.5021956049656313,0.6208673326864006,TCA cycle periphery
PDHm,2.58099999999996,2.6320000000000245,2.5809999999999693,2.632000000000029,1.4215893617021276,1.4388829787234019,TCA cycle
PEFLIPm,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
PEPCK,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
PEPCKm,0.09600000000016164,0.0,0.09600000000009294,0.0,0.09626373626373627,0.0,TCA cycle periphery
PEt,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Lipids
PFK,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis
PGCD,0.0,0.0,0.0,0.0,0.05586249488004924,0.03780631868132609,Serine and glycine biosynthesis
PGI,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis/gluconeogenesis
PGK,-1.81,-1.81,-1.81,-1.81,-1.7147368421052631,-1.7147368421052633,Glycolysis/gluconeogenesis
PGL,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
PGM,-1.81,-1.81,-1.81,-1.81,-1.6588743472252139,-1.6769305234239373,Glycolysis/gluconeogenesis
PGPPTm,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
PGPP_hsm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
PHEMEtm,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PHEtec,0.0,0.0,0.0,0.0,0.011858823529411765,0.011858823529411765,Boundary conditions - essential amino acids
PIt2mB_MitoCore,99.90785713769179,100.00253264972395,99.90785713769188,100.00253264972396,69.09651145110698,65.0001021620983,Mitochondrial transporters - characterised
PPA,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,Carnitine shuttle
PPAm,0.0,0.0,0.0,0.0,0.006,0.006,Carnitine shuttle
PPAt,-0.015000000000001013,0.0,-0.015,0.0,-0.013765121141311034,0.0,Boundary Conditions - Biomarkers
PPAtmB_MitoCore,-0.015000000000001013,0.0,-0.015,0.0,-0.013765121141311034,0.0,Mitochondrial transporters - uncharacterised
PPCOACm,0.0,0.027000000000024435,0.0,0.02700000000002916,0.0,0.013765121141311063,Propanoate metabolism
PPD2CSPc_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
PPPGOmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PROD2mB_MitoCore,0.004,0.004,0.004,0.004,0.004,0.004,Proline degradation
PROt2r,0.004,0.004,0.004,0.004,0.004,0.004,Boundary conditions - nonessential amino acids
PROtm,0.004,0.004,0.004,0.004,0.004,0.004,Mitochondrial transporters - uncharacterised
PSERT,0.0,0.0,0.0,0.0,0.05586249488004924,0.03780631868132609,Serine and glycine biosynthesis
PSFLIPm,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
PSP_L,0.0,0.0,0.0,0.0,0.05586249488004924,0.03780631868132609,Serine and glycine biosynthesis
PSt3,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Lipids
PTRCAT1m_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Arginine degradation
PTRCOX1,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
PYK,1.9060000000001618,1.81,1.906000000000093,1.81,1.75513808348895,1.6769305234239373,Glycolysis/gluconeogenesis
PYRt2m,2.4900000000001214,2.4179999999999997,2.49000000000007,2.418,2.834114855361587,2.057750311409803,Mitochondrial transporters - characterised
R03103_MitoCore,0.03,0.03,0.030000000000000002,0.030000000000000002,0.0043018867924528295,0.0043018867924528295,Lysine degradation (saccharopine pathway)
RE1254C,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
RE2649M,0.015000000000001013,0.0,0.015,0.0,0.013765121141311034,0.0,Propanoate synthesis
RPE,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
RPI,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
SACCD3m,0.03,0.03,0.030000000000000002,0.030000000000000002,0.008603773584905659,0.008603773584905659,Lysine degradation (saccharopine pathway)
SO3t_MitoCore,0.001,0.001,0.001,0.001,0.0,0.001,Boundary Conditions - Misc
SPODMm,0.029353081700907842,0.029344546757590267,0.02935308170090781,0.029344546757590274,0.02126629707336935,0.019578263412117727,ROS defense
SUCCt2m,0.0,0.0,-0.001,0.0,0.0,-0.001,Mitochondrial transporters - characterised
SUCCt3m_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
SUCOAS1m,-0.09600000000016164,0.0,-0.09600000000009294,0.0,-0.09626373626373627,0.0,TCA cycle
SUCOASm,-6.558434782608494,-6.695391304347837,-6.558434782608587,-6.6953913043478375,-3.7689871534353445,-3.89204679386917,TCA cycle
SUMt_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Biomarkers
TALA,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
TCYNTt,0.0,0.0,0.0,0.0,0.001,0.0,Boundary Conditions - Misc
TCYNTtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
THRD_L,0.012,0.012,0.012,0.012,0.009187234042553193,0.009187234042553193,Threonine degradation
TKT1,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
TKT2,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
TPI,0.91,0.91,0.91,0.91,0.8623684210526316,0.8623684210526317,Glycolysis/gluconeogenesis
TRPO2,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
TRPt,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - essential amino acids
TRPtm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
TSULt_MitoCore,-0.001,-0.001,-0.001,-0.001,0.0,-0.001,Boundary Conditions - Misc
TYRTA,0.0,0.0,0.0,0.0,0.022858823529411765,0.022858823529411765,Tyrosine degradation
TYRTB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Tyrosine degradation
TYRt,0.0,0.0,0.0,0.0,0.011,0.011,Boundary conditions - nonessential amino acids
UPPDC1,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
URCN,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
UREAt,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,Boundary Conditions - Biomarkers
UREAtm,0.0,0.0,0.0,0.0,-0.007,-0.007,Mitochondrial transporters - uncharacterised
VALTAm,0.011,0.011,0.011,0.011,0.002416184971098266,0.0024161849710982956,Valine degradation
VALt5m,0.011,0.011,0.011,0.011,0.002416184971098266,0.0024161849710982956,Mitochondrial transporters - uncharacterised
VALtec,0.011,0.011,0.011,0.011,0.002416184971098266,0.0024161849710982956,Boundary conditions - essential amino acids
r0060,0.0,0.024,0.0,0.024,0.0,0.0,Serine degradation
r0074,0.011,0.011,0.011,0.011,0.011,0.011,Proline / ornithine degradation
r0081,0.001,0.001,0.001,0.001,-0.6961569838867712,0.001,TCA cycle periphery
r0122,0.0,0.0,0.0,0.0,0.0,0.0,Glycolysis
r0127,0.01,0.01,0.01,0.01,0.01,0.01,Asparagine degradation
r0129,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione degradation
r0178,0.0,0.0,0.0,0.0,0.8481533125361351,0.0,GABA shunt
r0193,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation III
r0205,0.0,0.0,0.0,0.0,0.0002816901404636418,0.0002816901408450711,Glycerol phosphate shuttle
r0226,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
r0287,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0399,0.0,0.0,0.0,0.0,0.011858823529411765,0.011858823529411765,Phenylalanine degradation
r0450,0.03,0.03,0.030000000000000002,0.030000000000000002,0.008603773584905659,0.008603773584905659,Lysine degradation (saccharopine pathway)
r0464c_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
r0514,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
r0525,0.03,0.03,0.030000000000000002,0.030000000000000002,0.008603773584905659,0.008603773584905659,Lysine degradation (saccharopine pathway)
r0541,0.03,0.03,0.030000000000000002,0.030000000000000002,0.008603773584905659,0.008603773584905659,Tryptophan / Lysine Metabolism 
r0560,0.011,0.011,0.011,0.011,0.002416184971098266,0.0024161849710982956,Valine degradation
r0594,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
r0595B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
r0595m_MitoCore,0.001,0.001,0.001,0.001,0.0,0.001,Cysteine degradation II
r0603,0.004,0.004,0.004,0.004,0.002161702127659575,0.002161702127659575,Isoleucine degradation
r0633,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0634,-0.47430434782608694,-0.4696739130434737,-0.4743043478260892,-0.4696739130434725,-0.38356164383561636,-0.4044240619416316,FA metabolism
r0638,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0645,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
r0655,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
r0660,-0.47430434782608694,-0.4696739130434737,-0.4743043478260892,-0.4696739130434725,-0.38356164383561636,-0.4044240619416316,FA metabolism
r0678,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0681,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0682,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0691,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0692,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0693,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0694,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0695,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0696,0.0,0.0,0.0,0.0,0.0,-0.010782967032969151,FA synthesis - cytosolic
r0697,0.0,0.0,0.0,0.0,0.0,0.010782967032969151,FA synthesis - cytosolic
r0701,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0702,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0712,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0713,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0722,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,FA metabolism
r0724,-0.47430434782608694,-0.4696739130434737,-0.4743043478260892,-0.4696739130434725,-0.38356164383561636,-0.4044240619416316,FA metabolism
r0726,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,FA metabolism
r0728,-0.47430434782608694,-0.4696739130434737,-0.4743043478260892,-0.4696739130434725,-0.38356164383561636,-0.4044240619416316,FA metabolism
r0730,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0731,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0732,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0733,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0734,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r0735,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0760,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0761,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0762,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0763,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0764,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0765,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0766,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0767,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0768,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0769,0.0,0.0,0.0,0.0,0.0,-0.01078296703296915,FA synthesis - cytosolic
r0770,0.0,0.0,0.0,0.0,0.0,0.01078296703296915,FA synthesis - cytosolic
r0771,0.0,0.0,0.0,0.0,0.0,-0.010782967032969151,FA synthesis - cytosolic
r0772,0.0,0.0,0.0,0.0,0.0,0.010782967032969151,FA synthesis - cytosolic
r0773,0.0,0.0,0.0,0.0,0.0,-0.010782967032969151,FA synthesis - cytosolic
r0791,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0817,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Biomarkers
r0829,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0830,-0.001,-0.001,0.0,-0.001,0.0,0.0,Mitochondrial transporters - characterised
r0830B_MitoCore,0.001,0.001,0.001,0.001,0.0,0.001,Mitochondrial transporters - characterised
r0838B_MitoCore,-0.3200000000000409,-0.29600000000000004,-0.3200000000000237,-0.29600000000000004,-0.22649450549450548,-0.26423489010989465,Mitochondrial transport - diffusion / artificial
r0899,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
r0913,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0917,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0917b_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0940,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
r0941,0.016,0.04300000000002348,0.016,0.04300000000002916,1.5108424134762697,0.64327926233835,Mitochondrial transport - diffusion / artificial
r0942,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
r0942b_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
r0962B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1078,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1088,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Biomarkers
r1154,0.0,0.012000000000024436,0.0,0.012000000000029163,0.009187234042553193,0.009187234042553193,Threonine and Methionine degradation
r1155,0.0,0.012000000000024436,0.0,0.012000000000029163,0.009187234042553193,0.009187234042553193,Threonine degradation
r1423,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
r1427,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r1434,0.001,0.001,0.001,0.001,-0.6961569838867712,0.001,Mitochondrial transporters - uncharacterised
r1435,-0.026000000000040407,-0.0019999999999999996,-0.026000000000023234,-0.0019999999999999996,-0.02606593406593407,-0.0638063186813261,Mitochondrial transporters - uncharacterised
r1436,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1437,0.001,0.001,0.001,0.001,0.0,0.001,Mitochondrial transporters - uncharacterised
r1440,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1446,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38956164383561637,0.41042406194163283,FA metabolism
r1447,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,FA metabolism
r1448,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,FA metabolism
r1450,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.40442406194163283,FA metabolism
r1451,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,FA metabolism
r1455,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1512,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Biomarkers
r2398B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r2402B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r2435,0.47430434782608694,0.4696739130434737,0.4743043478260892,0.4696739130434725,0.38356164383561636,0.4044240619416316,Carnitine shuttle
r2525,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - nonessential amino acids
r2526,0.017,0.017,0.017,0.017,-0.03879656081411517,0.017,Boundary conditions - nonessential amino acids
r2532,0.01,0.01,0.01,0.01,0.01,0.01,Boundary conditions - nonessential amino acids
r2534,0.012,0.012,0.012,0.012,0.009187234042553193,0.009187234042553193,Boundary conditions - essential amino acids
