,mitocore,293,mitoparp,293 + high NAD,mitoparp + high NAD,293 + low NAD,mitoparp + low NAD,subsystem
GCCam,0.351,0.1323333333333333,0.3430000000000001,0.1323333333333333,0.3429999999999997,0.0715163120567376,0.1853659574468086,Glycine cleavage system (GCS)
GCCbim,0.351,0.1323333333333333,0.3430000000000001,0.1323333333333333,0.3429999999999997,0.0715163120567376,0.1853659574468086,Glycine cleavage system (GCS)
GCCcm,0.351,0.1323333333333333,0.3430000000000001,0.1323333333333333,0.3429999999999997,0.0715163120567376,0.1853659574468086,Glycine cleavage system (GCS)
AACTOORm_MitoCore,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
LDH_Dm_MitoCore,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
GLYOXm,0.7110000000000001,0.0,,0.0,,0.0,,Glycine degradation
GLYATm,0.7110000000000001,,,,,,,Glycine degradation
AOBUTDsm,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
LGTHLm_MitoCore,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
PFK,0.9,0.9,0.9,0.9,0.9,0.9,0.8573684210526314,Glycolysis
HEX1,0.9,0.9,0.9,0.9,0.9,0.9,0.8573684210526314,Glycolysis
r0122,3.728,3.7279999999999935,3.7279999999999993,3.727999999999999,3.7279999999999984,3.632595665634676,3.632595665634673,Glycolysis
LDH_L,0.575,0.575,0.575,0.575,0.575,0.3718197879858657,0.3718197879858657,Glycolysis/gluconeogenesis
PGM,1.5500000000000007,1.1424999999999956,0.3219999999999959,1.1424999999999743,0.322,0.2213549252029741,0.2612910663086239,Glycolysis/gluconeogenesis
PGK,1.2200000000000006,0.8204999999999997,0.0,0.8204999999999875,0.0,-0.0160561645746771,0.0,Glycolysis/gluconeogenesis
PGI,0.9,0.9,0.9,0.9,0.9,0.9,0.8573684210526314,Glycolysis/gluconeogenesis
GAPD,1.81,1.81,1.8100000000000005,1.81,1.81,1.714736842105263,1.714736842105263,Glycolysis/gluconeogenesis
TPI,0.91,0.91,0.91,0.91,0.91,0.8623684210526315,0.8623684210526315,Glycolysis/gluconeogenesis
PYK,3.728,3.7279999999999935,3.727999999999999,3.728,3.727999999999996,3.632595665634677,3.6325956656346734,Glycolysis/gluconeogenesis
ENO,1.81,1.81,1.81,1.81,1.81,1.714736842105263,1.714736842105263,Glycolysis/gluconeogenesis
FBA,0.9,0.9,0.9,0.9,0.9,0.9,0.8573684210526314,Glycolysis/gluconeogenesis
HOXG,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BILIRED2_MitoCore,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BILIRED,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
ALASm,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
HMBS,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PHEMEtm,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
5AOPtm,0.7110000000000001,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
CPPPGO,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
FCLTm,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
UPPDC1,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PPBNGS,0.3555,,,,,,,Haem Synthesis
PPPGOmB_MitoCore,0.0444375,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
UPP3S,0.088875,,,,,,,Haem Synthesis
IZPN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
GluForTx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
URCN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
HISD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
r0603,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
ACACT10m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
ECOAH9m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
OIVD3m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
ILETAm,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
HACD9m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
HMGCOASim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ketogenesis
HMGLm,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Ketogenesis / Leucine degradation
OCOAT1m,0.201,0.201,0.201,0.201,0.201,0.1623056320400501,0.1623056320400501,Ketone bodies - degradation
BDHm,0.048,0.048,0.048,0.048,0.048,0.0168,0.0168,Ketone bodies - degradation
r0655,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
MCCCrm,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
MGCHrm,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
LEUTAm,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
OIVD1m,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
1PPDCRc_NADPH_MitoCore,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
RE1254C,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
LPCOXc_MitoCore,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
2AMADPTmB_MitoCore,74.66030486539555,,,,,,,Lysine degradation (L-pipecolate pathway)
1PPDCRc_MitoCore,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
LYSOXc_MitoCore,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
2AMADPTmC_MitoCore,74.66030486539549,,,,,,,Lysine degradation (L-pipecolate pathway)
r0594,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
PPD2CSPc_MitoCore,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
r0450,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
R03103_MitoCore,0.03,0.03,0.03,0.03,0.03,0.0043018867924528,0.0043018867924528,Lysine degradation (saccharopine pathway)
AASAD3m,0.03,0.03,0.03,0.03,0.03,0.0043018867924528,0.0043018867924528,Lysine degradation (saccharopine pathway)
SACCD3m,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
r0525,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
AKGMALtm,417.2794714744188,417.2045193917187,417.1418709416187,417.2045193917192,417.14187094161855,298.001124742395,276.3150492205294,Malate aspartate shuttle
ASPGLUmB_MitoCore,4.45900000000006,4.442999999999996,4.442999999999994,4.443000000000011,4.442999999999995,4.090919197748354,4.090919197748267,Malate aspartate shuttle
ASPTA,4.622999999999983,4.606999999999767,4.6069999999999975,4.606999999999806,4.606999999999994,4.254919197748379,4.254919197748271,Malate aspartate shuttle
ASPTAm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malate aspartate shuttle
MDH,2.067999999999982,2.0599999999999903,2.059999999999995,2.0600000000000263,2.06,1.911577639751544,1.911577639751548,Malate aspartate shuttle
CYSTGL,0.0049999999999969,0.005,0.005,0.005,0.005,0.0050000000000096,0.005,Methionine and Serine degradation
CYSTS,0.0049999999999969,0.005,0.005,0.005,0.005,0.0050000000000096,0.005,Methionine and Serine degradation
METAT2_MitoCore,0.0049999999999969,0.005,0.005,0.005,0.005,0.0050000000000096,0.005,Methionine degradation
METAT,0.005,0.005,0.005,0.005,0.005,0.005,0.005,Methionine degradation
ADNK1,0.0049999999999969,0.005,0.005,0.005,0.005,0.0050000000000096,0.005,Methionine degradation
AHC,0.0049999999999969,0.005,0.005,0.005,0.005,0.0050000000000096,0.005,Methionine degradation
GLYCtm,0.01,0.01,0.0,0.01,0.0,0.01,0.0,Mitochondrial transport - diffusion / artificial
H2Otm,-77.11231741374512,-77.08713921788274,-83.87721220898672,-77.0871392178829,-83.8772122089867,-56.76487712336012,-55.068120015687335,Mitochondrial transport - diffusion / artificial
TCYNTtmB_MitoCore,0.0059999999999954,0.006,0.006,0.006,0.006,0.006,0.006,Mitochondrial transport - diffusion / artificial
r0941,1.71,1.71,1.71,1.71,1.71,1.71,1.71,Mitochondrial transport - diffusion / artificial
CYANtm,0.0059999999999954,0.006,0.006,0.006,0.006,0.006,0.006,Mitochondrial transport - diffusion / artificial
PCREATtmdiffirB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transport - diffusion / artificial
CREATtmdiffir,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transport - diffusion / artificial
CO2tm,-3.396247544978115,-4.825392130109558,-8.976571773004261,-4.825392130109735,-8.976571773004213,-5.188644047849308,-6.803667281432316,Mitochondrial transport - diffusion / artificial
Biomasst_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
O2tm,19.8,19.8,19.8,19.8,19.8,14.465382624446349,13.219856108304846,Mitochondrial transport - diffusion / artificial
r0838B_MitoCore,0.36,0.3439999999998417,0.343999999999829,0.3439999999998964,0.3439999999998835,0.2822910663086193,0.2822910663086194,Mitochondrial transport - diffusion / artificial
PEFLIPm,2.91769952566181,2.914698816622429,0.0,2.9146988166224523,0.0,1.8207476538868343,0.0,Mitochondrial transport - lipids
PCFLOPm,6.52191658677343,6.51520911950896,0.0,6.51520911950901,0.0,4.069906520452923,0.0,Mitochondrial transport - lipids
PSFLIPm,2.574440757936891,2.5717930734903782,0.0,2.5717930734903987,0.0,1.6065420475472063,0.0,Mitochondrial transport - lipids
MALSO4tm,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
ORNt3mB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
MALTSULtm,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
FE2tm,0.0888749999999604,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COAtmC_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COAtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0829,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
CITtbm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
CITtamB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
ORNt4mB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
r0830,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
ATPtmB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
HtmB_MitoCore,74.66030486539498,74.64694384710934,74.65281676949108,74.64694384710938,74.65281676949108,52.95720040639758,49.20413094057922,Mitochondrial transporters - characterised
r0830B_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
ARGtmB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
PYRt2m,417.2734714744155,417.19924359505006,417.1558709416155,417.19924359505416,417.1558709416156,297.0965803406075,275.4140333146351,Mitochondrial transporters - characterised
ACACt2mB_MitoCore,0.137,0.137,0.137,0.137,0.137,0.1368588235294118,0.1368588235294118,Mitochondrial transporters - characterised
r0917b_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
PIt2mB_MitoCore,120.8381273721222,120.8256026787558,120.84648948694245,120.8256026787558,120.8464894869424,83.88111744517087,78.74873841661633,Mitochondrial transporters - characterised
r1427,0.0017674418604651,0.0017674418604651,0.0017674418604651,0.0017674418604651,0.0017674418604651,0.0017674418604651,0.0017674418604651,Mitochondrial transporters - characterised
r2398B_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
r2402B_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
SUCCt3m_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
r0913,6.284285714285706,2.5560000000003065,6.214285714285715,2.556000000000207,6.214285714285824,2.43979414763606,3.622095286919649,Mitochondrial transporters - characterised
GLUt2mB_MitoCore,414.96247147441824,414.888243595051,414.9208709416184,414.8882435950516,414.9208709416184,294.2066689244313,273.5062793318747,Mitochondrial transporters - characterised
MALtm,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
r0917,74.66030486539546,74.64694384710914,74.65281676949161,74.64694384710914,74.65281676949142,52.95720040639708,49.20413094057976,Mitochondrial transporters - characterised
LYStmB_MitoCore,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
SUCCt2m,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
MALSO3tm,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,Mitochondrial transporters - characterised
BALAtmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
GLYtm,0.7099999999996836,0.2646666666666666,0.686,0.2646666666666667,0.685999999999931,0.1505675078344054,0.3782667986145474,Mitochondrial transporters - uncharacterised
GLNtm,25.935154467150834,25.9305152246906,25.932554433850896,25.93051522469076,25.93255443385067,18.387916807777053,17.094142458242175,Mitochondrial transporters - uncharacterised
FUMtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
LEUt5m,0.016,0.016,0.016,0.016,0.016,0.016,0.016,Mitochondrial transporters - uncharacterised
CHLtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
ASNtm,0.003906976744186,0.003906976744186,0.003906976744186,0.003906976744186,0.003906976744186,0.003906976744186,0.003906976744186,Mitochondrial transporters - uncharacterised
BUTt2mB_MitoCore,0.006,0.006,0.006,0.006,0.006,0.006,0.006,Mitochondrial transporters - uncharacterised
BHBtmB_MitoCore,0.048,0.048,0.048,0.048,0.048,0.0168,0.0168,Mitochondrial transporters - uncharacterised
ILEt5m,0.004,0.004,0.004,0.004,0.004,0.004,0.004,Mitochondrial transporters - uncharacterised
PROtm,0.004,0.004,0.004,0.004,0.004,0.004,0.004,Mitochondrial transporters - uncharacterised
PPAtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1437,0.0059999999999718,0.006,0.006,0.006,0.006,0.006,0.006,Mitochondrial transporters - uncharacterised
r1440,0.0043720930232558,0.0043720930232558,0.0043720930232558,0.0043720930232558,0.0043720930232558,0.0043720930232558,0.0043720930232558,Mitochondrial transporters - uncharacterised
r0962B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
FORt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
TRPtm_MitoCore,0.0001860465116279,0.0001860465116279,0.0001860465116279,0.0001860465116279,0.0001860465116279,0.0001860465116279,0.0001860465116279,Mitochondrial transporters - uncharacterised
r1078,0.0022325581395348,0.0022325581395348,0.0022325581395348,0.0022325581395348,0.0022325581395348,0.0022325581395348,0.0022325581395348,Mitochondrial transporters - uncharacterised
VALt5m,0.011,0.011,0.011,0.011,0.011,0.0073464175292378,0.0073464175292359,Mitochondrial transporters - uncharacterised
r1455,0.0036279069767441,0.0036279069767441,0.0036279069767441,0.0036279069767441,0.0036279069767441,0.0036279069767441,0.0036279069767441,Mitochondrial transporters - uncharacterised
r1436,0.0021395348837209,0.0021395348837209,0.0021395348837209,0.0021395348837209,0.0021395348837209,0.0021395348837209,0.0021395348837209,Mitochondrial transporters - uncharacterised
r1435,0.3599999999998418,0.3439999999999455,0.3439999999998799,0.344,0.3439999999998965,0.1913947550717467,0.1913947550717466,Mitochondrial transporters - uncharacterised
UREAtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1434,0.001,0.001,0.001,0.001,0.001,0.001,0.001,Mitochondrial transporters - uncharacterised
NOS1,0.3299999999999983,0.3219999999999998,0.3219999999999956,0.322,0.322,0.2612910663087237,0.2612910663086289,NOS Signalling
NOS2,0.3300000000000091,0.322,0.3219999999999956,0.322,0.322,0.2612910663087237,0.2612910663086195,NOS Signalling
OF_ATP_MitoCore,100.89230387215606,100.87424844203976,100.882184823637,100.87424844203976,100.882184823637,71.56378433296979,66.49206883862149,Objective Function - ATP 
OF_HEME_MitoCore,0.088875,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Heme
OF_LIPID_MitoCore,8.581469193122947,8.572643578301438,0.0,8.572643578301438,0.0,5.3551401584906815,0.0,Objective Function - Lipid synthesis 
OF_PROTEIN_MitoCore,0.0093023255813953,0.0093023255813953,0.0093023255813953,0.0093023255813953,0.0093023255813953,0.0093023255813953,0.0093023255813953,Objective Function - Protein Synthesis
ORNTArm,0.007,0.007,0.007,0.007,0.007,0.007,0.007,Ornithine degradation
ORNDC,0.3299999999999955,0.322,0.0,0.322,0.0,0.2612910663086172,0.0,Ornithine degradation (cytosolic)
ABUTD,0.3299999999999931,0.322,0.0,0.322,0.0,0.261291066308616,0.0,Ornithine degradation (cytosolic)
r0464c_MitoCore,0.3299999999999955,0.3219999999999998,0.0,0.322,0.0,0.261291066308616,0.0,Ornithine degradation (cytosolic)
PTRCOX1,0.3299999999999955,0.322,0.0,0.322,0.0,0.261291066308616,0.0,Ornithine degradation (cytosolic)
PGL,2.1187500000000004,0.3769999999999928,,0.377,,0.3134229344404932,,Pentose phosphate pathway
TALA,0.7062499999999999,0.1256666666666648,0.0,0.1256666666666666,0.0,0.1044743114801647,0.0,Pentose phosphate pathway
RPE,1.4125000000000003,0.2513333333333256,0.0,0.2513333333333333,0.0,0.2089486229603294,0.0,Pentose phosphate pathway
TKT2,0.7062499999999999,0.1256666666666648,0.0,0.1256666666666666,0.0,0.1044743114801647,0.0,Pentose phosphate pathway
G6PDH2r,2.11875,0.3769999999999979,,0.377,,0.3134229344404932,,Pentose phosphate pathway
TKT1,0.7062499999999999,0.1256666666666648,0.0,0.1256666666666666,0.0,0.1044743114801647,0.0,Pentose phosphate pathway
GND,2.1187500000000004,0.3769999999999928,0.0,0.377,0.0,0.3134229344404932,0.0,Pentose phosphate pathway
RPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
DHPR,0.012,0.012,0.012,0.012,0.012,0.0118588235294118,0.0118588235294118,Phenylalanine degradation
r0399,0.012,0.012,0.012,0.012,0.012,0.0118588235294118,0.0118588235294118,Phenylalanine degradation
r0074,22.156493958638315,22.1483042021668,9.146721354996735,22.148304202166823,9.146721354996735,4.376102237046975,1.812409844647244,Proline / ornithine degradation
PROD2mB_MitoCore,18.762776398157857,18.759419375240068,18.760894976471103,18.759419375240093,18.760894976471093,11.36078971028334,9.00361538996521,Proline degradation
G5SADrm,0.3259999999999954,0.3179999999999999,0.3179999999999954,0.3180000000000132,0.318,0.2572910663087251,0.2572910663086193,Proline degradation/synthesis
G5SDym,22.145493958638315,22.1373042021668,9.135721354996738,22.137304202166824,9.135721354996736,4.365102237046976,1.801409844647244,Proline synthesis
P5CRxm,18.758776398157835,18.755419375240063,18.75689497647109,18.75541937524009,18.75689497647109,6.050135282335514,6.050611282732611,Proline synthesis
P5CRm,16.456714681903822,16.450628726638254,9.14191273242106,16.45062872663826,9.141912732421057,5.306654427947826,2.9490041072326,Proline synthesis
GLU5Km,22.145493958638315,22.13730420216677,9.135721354996734,22.137304202166806,9.135721354996736,4.365102237046976,1.801409844647244,Proline synthesis
MMEm,1.918000000000001,,1.918,,1.9179999999999868,,1.5842222043481589,Propanoate metabolism
ACCOALm,13.825982382480651,13.823508119835068,13.824595698053948,13.82350811983506,13.824595698053962,9.806888964148094,9.111876100107366,Propanoate metabolism
MMMm,0.0319999999999954,0.0,0.0319999999999958,0.0,0.032,0.0,0.013765121141311,Propanoate metabolism
MMSAD1m,0.011,0.011,0.0110000000000001,0.011000000000001,0.011,0.0024161849710982,0.0024161849710983,Propanoate metabolism
PPCOACm,1.71,,1.71,,1.71,,1.71,Propanoate metabolism
MMCDm,1.918,0.0,1.9179999999999915,0.0,1.918,0.0,1.917858823529408,Propanoate synthesis
RE2649M,13.844124129139788,13.850459839612853,13.846578890224098,13.850459839612862,13.8465788902241,9.820654085289412,9.11187610010738,Propanoate synthesis
ADSL1,0.3300000000000043,0.3220000000001087,0.322,0.3220000000001093,0.322000000000109,0.2612910663085854,0.2612910663087281,Purine Nucleotide Cycle
AMPD1,0.3299999999999956,0.3219999999999998,0.322,0.3219999999999998,0.322,0.2612910663086192,0.2612910663086187,Purine Nucleotide Cycle
ADSS,0.3299999999999956,0.3219999999999998,0.322,0.3219999999999998,0.322,0.2612910663086192,0.2612910663086187,Purine Nucleotide Cycle
GTHP,0.3599999999999955,0.322,0.322,0.322,0.322,0.2612910663086165,0.2612910663086174,ROS defense
GTHOm,0.7392426341774168,0.1934975024975539,0.0293507796551274,0.1934975024975544,0.0293507796551274,0.1485561470787673,0.0195832584171129,ROS defense
GTHPm,0.7392426341774169,0.1934975024975025,0.0293507796551274,0.1934975024975026,0.0293507796551275,0.1485561470787673,0.0195832584171129,ROS defense
GTHO,0.3599999999999955,0.322,0.3219999999999999,0.322,0.322,0.2612910663086193,0.2612910663086173,ROS defense
SPODMm,0.0293757546801025,0.0293667202362855,0.0293507796551274,0.0293667202362855,0.0293507796551275,0.0213166970513817,0.0195832584171129,ROS defense
ICDHy,4.1375,0.6540000000000001,4.041999999999967,0.654,4.042,0.530582132617444,2.4979086853551467,Reductive carboxylation
ACONT,74.62286438587454,74.60950336758214,74.65281676949134,74.60950336758926,74.65281676949125,52.86093667013607,49.10786720431617,Reductive carboxylation
ACITL,1.9642857142857144,,1.9642857142857144,,1.964285714285716,,1.4380306693112166,Reductive carboxylation / Acetyl-CoA production for biosynthesis
PGCD,0.3299999999999954,0.322,0.3219999999999954,0.322,0.322,0.2612910663087275,0.2612910663086191,Serine and glycine biosynthesis
GHMT2r,0.7010000000000001,0.2556666666666666,0.6769999999999999,0.2556666666666666,0.677,0.1939696232486618,0.4586570237554274,Serine and glycine biosynthesis
PSP_L,0.3299999999999954,0.322,0.3219999999999954,0.322,0.322,0.2612910663087253,0.2612910663086191,Serine and glycine biosynthesis
PSERT,0.3299999999999954,0.322,0.3219999999999954,0.322,0.322,0.2612910663087253,0.2612910663086191,Serine and glycine biosynthesis
GHMT2rm,0.36,0.3440000000000003,0.3439999999999998,0.344,0.344,0.1859063829787235,0.1859063829787234,Serine and glycine biosynthesis
r0060,0.3555,0.3435,0.3435,0.3435,0.3434999999999996,0.2822910663087226,0.2822910663086189,Serine degradation
ACONTm,81.56097616974326,81.55765862971802,81.47820807383923,81.55765862971805,81.4782080738391,57.90817397693658,54.08191278121275,TCA cycle
MDHm,9.629043478260872,9.590521739130436,9.61347826086956,9.590521739130445,9.61347826086956,6.253020173913044,6.267987826086953,TCA cycle
AKGDm,7.455608695652173,7.452565217391303,7.327608695652173,7.452565217391304,7.327608695652174,4.02755652173913,3.960026827012026,TCA cycle
ICDHyrm,7.969739130434785,7.968347826086954,7.781652173913039,7.968347826086957,7.781652173913039,4.950973570539005,4.990245477729441,TCA cycle
ICDHxm,81.93832764696167,81.9080255480171,9.14191273242106,81.90802554801715,9.14191273242106,58.768647173977584,5.967442002446073,TCA cycle
CSm,34.46387809543113,8.181739130434778,34.4749715708446,8.181739130434776,34.47497157084461,4.854709834275267,23.101534040847675,TCA cycle
SUCOASm,1000.0,1000.0,-3.9997183251367967,1000.0,-3.9997183251368,999.9733471153704,-2.2320811140862227,TCA cycle
SUCOAS1m,1000.0,1000.0,0.0,1000.0,0.0,999.962831421817,0.0,TCA cycle
PDHm,3.03,2.6305,2.662499999999996,2.6305,2.662499999999996,1.421589361702128,1.438882978723402,TCA cycle
FUMm,7.378940217391305,7.364717391304348,7.01069565217391,7.364717391304349,7.010695652173913,4.875709834275199,3.973791948153337,TCA cycle
ACITLm_MitoCore,27.651964764961253,,27.64919139610789,,27.64919139610789,,18.223752200214776,TCA cycle periphery
ME1m,1.918,1.9180000000000013,1.9180000000000064,1.918,1.918,0.3147182662538702,0.3147182662538711,TCA cycle periphery
PCm,1.71,1.71,1.71,1.71,1.71,1.71,1.71,TCA cycle periphery
NDPK1m,1000.0,1000.0,,1000.0,,1000.0,,TCA cycle periphery
ME2m,1.918,1.918,1.9180000000000004,1.918,1.918,1.819622878228782,1.819622878228783,TCA cycle periphery
r0081,0.001,0.001,0.001,0.001,0.001,0.001,0.001,TCA cycle periphery
ADK1m,13.830617170880515,13.82814290823503,13.829230486453936,13.828142908235094,13.829230486453952,9.812888964148096,9.117876100107395,TCA cycle periphery
PEPCKm,1.918,1.918,,1.9180000000000008,,1.9178588235294247,,TCA cycle periphery
NNT_MitoCore,74.66030486539492,74.64694384710845,,74.64694384710845,,52.95720040639986,,TCA cycle periphery
r1154,0.0169999999999954,0.017,0.017,0.017,0.017,0.0091872340425531,0.0091872340425531,Threonine and Methionine degradation
2HBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Threonine and Methionine degradation
THRD_L,0.012,0.012,0.012,0.012,0.012,0.012,0.012,Threonine degradation
r1155,0.0169999999999954,0.017,0.017,0.017,0.017,0.0091872340425531,0.0091872340425531,Threonine degradation
r0541,0.038,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Tryptophan / Lysine Metabolism 
2OXOADOXm,0.038,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Tryptophan / Lysine Metabolism 
3HAO,0.008,,,,,,,Tryptophan Metabolism 
PCLAD,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
KYN3OX,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
TRPO2,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMCOXO2_MitoCore,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMCOXO,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
HKYNH,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
2OXOADPTmB_MitoCore,37.33015243269777,,,,,,,Tryptophan Metabolism 
FKYNH,0.008,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
