,mitocore,293,mitoparp,293 + high NAD,mitoparp + high NAD,293 + low NAD,mitoparp + low NAD,subsystem
PYK,1.9060000000000348,1.9060000000001616,1.81,1.9060000000000297,1.81,1.755138083488947,1.6769305234239296,Glycolysis/gluconeogenesis
ENO,1.81,1.81,1.81,1.81,1.81,1.6588743472252108,1.6769305234239296,Glycolysis/gluconeogenesis
FBA,0.9,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis/gluconeogenesis
HOXG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BILIRED2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BILIRED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
ALASm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
HMBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PHEMEtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
5AOPtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
CPPPGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
FCLTm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
UPPDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
PPBNGS,0.0,,,,,,,Haem Synthesis
PPPGOmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
UPP3S,0.0,,,,,,,Haem Synthesis
IZPN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
GluForTx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
URCN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
HISD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Histidine degradation
r0603,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
ACACT10m,0.004,0.004,0.004,0.004,0.004,0.00216170212766,0.0021617021276595,Isoleucine degradation
ECOAH9m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
OIVD3m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
ILETAm,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Isoleucine degradation
HACD9m,0.004,0.004,0.004,0.004,0.004,0.00216170212766,0.0021617021276595,Isoleucine degradation
HMGCOASim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ketogenesis
HMGLm,0.016,0.016,0.015999999999999,0.016,0.016,0.0086468085106383,0.0086468085106383,Ketogenesis / Leucine degradation
OCOAT1m,0.178,0.178,0.177999999999999,0.178,0.178,0.16230563204005,0.0817451542841727,Ketone bodies - degradation
BDHm,0.048,0.048,0.048,0.048,0.048,0.0168,0.0168,Ketone bodies - degradation
r0655,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
MCCCrm,0.016,0.016,0.015999999999999,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
MGCHrm,0.016,0.016,0.015999999999999,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
LEUTAm,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
OIVD1m,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Leucine degradation
1PPDCRc_NADPH_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
RE1254C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
LPCOXc_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
2AMADPTmB_MitoCore,0.0,,,,,,,Lysine degradation (L-pipecolate pathway)
1PPDCRc_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
LYSOXc_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
2AMADPTmC_MitoCore,0.0,,,,,,,Lysine degradation (L-pipecolate pathway)
r0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
PPD2CSPc_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lysine degradation (L-pipecolate pathway)
r0450,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
R03103_MitoCore,0.0,0.03,0.03,0.03,0.03,0.0043018867924528,0.0043018867924528,Lysine degradation (saccharopine pathway)
AASAD3m,0.03,0.0,0.0,0.0,0.0,0.0043018867924528,0.0043018867924528,Lysine degradation (saccharopine pathway)
SACCD3m,0.03,0.03,0.03,0.03,0.0299999999999999,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
r0525,0.03,0.03,0.03,0.03,0.0299999999999999,0.0086037735849056,0.0086037735849056,Lysine degradation (saccharopine pathway)
AKGMALtm,2.500000000000034,2.4880000000001616,2.4040000000000243,2.4880000000000293,2.404000000000009,3.738659257139384,2.958766217307399,Malate aspartate shuttle
ASPGLUmB_MitoCore,2.231,2.219,2.2310000000000243,2.219,2.231000000000009,2.8042422083395104,1.880014875037152,Malate aspartate shuttle
ASPTA,2.395,2.383,2.3950000000000244,2.383,2.3950000000000093,2.9682422083395106,2.0440148750371523,Malate aspartate shuttle
ASPTAm,-2.231,-2.219,-2.2310000000000243,-2.219,-2.231000000000009,-2.8042422083395104,-1.880014875037152,Malate aspartate shuttle
MDH,-2.395,-2.383,-2.3950000000000244,-2.383,-2.3950000000000093,-2.140278611301146,-2.140278611300923,Malate aspartate shuttle
CYSTGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine and Serine degradation
CYSTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine and Serine degradation
METAT2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
METAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
ADNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
AHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
GLYCtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
H2Otm,-114.67841256780822,-114.60981365943114,-114.6202935192892,-114.60281365943104,-114.6202935192892,-82.87920383810155,-76.1712019655332,Mitochondrial transport - diffusion / artificial
TCYNTtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
r0941,0.043,0.016,0.0430000000000234,0.016,0.0430000000000076,1.5108424134761085,0.6432792623383424,Mitochondrial transport - diffusion / artificial
CYANtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
PCREATtmdiffirB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
CREATtmdiffir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
CO2tm,-16.679782608695678,-16.63386956521747,-16.63178260869569,-16.633869565217406,-16.631782608695662,-11.350311881295577,-10.38253362684253,Mitochondrial transport - diffusion / artificial
Biomasst_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
O2tm,19.8,19.8,19.8,19.8,19.8,14.440157435451036,13.21735610830488,Mitochondrial transport - diffusion / artificial
r0838B_MitoCore,-0.3200000000000091,-0.3200000000000409,-0.296,-0.3200000000000079,-0.2959999999999982,-0.2264945054945008,-0.2642348901099025,Mitochondrial transport - diffusion / artificial
PEFLIPm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
PCFLOPm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
PSFLIPm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - lipids
MALSO4tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
ORNt3mB_MitoCore,-0.007,-0.007,-0.007,0.0,-0.007,-0.007,0.0,Mitochondrial transporters - characterised
MALTSULtm,0.0,0.0,0.0,0.0,0.001,0.0,0.0,Mitochondrial transporters - characterised
FE2tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COAtmC_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COAtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
CITtbm,-0.0960000000000348,-0.0960000000001616,0.0,-0.0960000000000295,0.0,-0.0962637362637362,0.0,Mitochondrial transporters - characterised
CITtamB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
ORNt4mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0830,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
ATPtmB_MitoCore,99.92565169824296,99.9168571376918,100.01153264972396,99.9168571376919,100.01153264972396,70.57576953715206,65.7957309445754,Mitochondrial transporters - characterised
HtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0830B_MitoCore,0.001,0.001,0.001,0.001,0.0,0.0,0.001,Mitochondrial transporters - characterised
ARGtmB_MitoCore,0.0,0.0,0.0,0.007,0.0,0.0,0.007,Mitochondrial transporters - characterised
PYRt2m,2.4900000000000264,2.490000000000121,2.418,2.4900000000000224,2.418,2.834114855361591,2.057750311409796,Mitochondrial transporters - characterised
ACACt2mB_MitoCore,0.114,0.114,0.114,0.114,0.114,0.1368588235294117,0.0562983457735344,Mitochondrial transporters - characterised
r0917b_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
PIt2mB_MitoCore,99.91665169824296,99.9078571376918,100.00253264972396,99.9078571376919,100.00253264972396,69.09651145110698,65.00010216209833,Mitochondrial transporters - characterised
r1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r2398B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r2402B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
SUCCt3m_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
r0913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
GLUt2mB_MitoCore,0.1830000000000002,0.1830000000000002,0.183,0.1830000000000002,0.183,0.0,0.1499963286493613,Mitochondrial transporters - characterised
MALtm,-0.1050000000000346,-0.1050000000001616,-0.009,-0.1040000000000294,-0.009,-1.5755218223088217,-0.7946287824770684,Mitochondrial transporters - characterised
r0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
LYStmB_MitoCore,0.03,0.03,0.03,0.03,0.0299999999999999,0.0086037735849056,0.0086037735849056,Mitochondrial transporters - characterised
SUCCt2m,0.0,0.0,0.0,-0.001,0.0,0.0,-0.001,Mitochondrial transporters - characterised
MALSO3tm,0.0,0.0,0.0,-0.001,-0.001,0.0,-0.001,Mitochondrial transporters - characterised
BALAtmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
GLYtm,0.0520000000000174,0.0520000000000808,0.0039999999999999,0.0520000000000147,0.0039999999999999,0.0521318681318681,0.1276126373626676,Mitochondrial transporters - uncharacterised
GLNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
FUMtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
LEUt5m,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Mitochondrial transporters - uncharacterised
CHLtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
ASNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
BUTt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.006,0.006,Mitochondrial transporters - uncharacterised
BHBtmB_MitoCore,0.048,0.048,0.048,0.048,0.048,0.0168,0.0168,Mitochondrial transporters - uncharacterised
ILEt5m,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Mitochondrial transporters - uncharacterised
PROtm,0.004,0.004,0.004,0.004,0.004,0.004,0.004,Mitochondrial transporters - uncharacterised
PPAtmB_MitoCore,0.0,-0.015000000000001,0.0,-0.0149999999999996,0.0,-0.0137651211413115,0.0,Mitochondrial transporters - uncharacterised
r1437,0.001,0.001,0.001,0.001,0.001,0.0,0.001,Mitochondrial transporters - uncharacterised
r1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r0962B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
FORt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
TRPtm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
VALt5m,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Mitochondrial transporters - uncharacterised
r1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
r1435,-0.0260000000000087,-0.0260000000000404,-0.0019999999999999,-0.0260000000000073,-0.0019999999999999,-0.026065934065934,-0.0638063186813338,Mitochondrial transporters - uncharacterised
UREAtm,0.0,0.0,0.0,-0.007,0.0,0.0,-0.007,Mitochondrial transporters - uncharacterised
r1434,0.001,0.001,0.001,0.001,0.001,-0.6961569838867782,0.001,Mitochondrial transporters - uncharacterised
NOS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOS Signalling
NOS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOS Signalling
OF_ATP_MitoCore,100.89230387215603,100.87424844203976,100.882184823637,100.87424844203976,100.882184823637,71.56378433296977,66.49206883862149,Objective Function - ATP 
OF_HEME_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Heme
OF_LIPID_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Lipid synthesis 
OF_PROTEIN_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Objective Function - Protein Synthesis
ORNTArm,0.007,0.007,0.007,0.007,0.007,0.007,0.007,Ornithine degradation
ORNDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
ABUTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
r0464c_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
PTRCOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
PGL,0.0,0.0,,0.0,,0.0,,Pentose phosphate pathway
TALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
TKT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
G6PDH2r,0.0,0.0,,0.0,,0.0,,Pentose phosphate pathway
TKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
RPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
DHPR,0.0,0.0,0.0,0.0,0.0,0.0118588235294117,0.0118588235294117,Phenylalanine degradation
r0399,0.0,0.0,0.0,0.0,0.0,0.0118588235294117,0.0118588235294117,Phenylalanine degradation
r0074,0.011,0.011,0.011,0.011,0.011,0.011,0.011,Proline / ornithine degradation
PROD2mB_MitoCore,0.004,0.004,0.004,0.004,0.004,0.004,0.004,Proline degradation
G5SADrm,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,Proline degradation/synthesis
G5SDym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
P5CRxm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
P5CRm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
GLU5Km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
MMEm,-0.027,,-0.0270000000000244,,-0.0270000000000075,,-0.013765121141311,Propanoate metabolism
ACCOALm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Propanoate metabolism
MMMm,0.027,0.0,0.0270000000000244,0.0,0.0270000000000075,0.0,0.013765121141311,Propanoate metabolism
MMSAD1m,0.011,0.011000000000001,0.011,0.0109999999999996,0.0109999999999982,0.0024161849710982,0.0024161849710982,Propanoate metabolism
PPCOACm,0.027,,0.0270000000000244,,0.0270000000000075,,0.013765121141311,Propanoate metabolism
MMCDm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Propanoate synthesis
RE2649M,0.0,0.015000000000001,0.0,0.0149999999999996,0.0,0.0137651211413115,0.0,Propanoate synthesis
ADSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
AMPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
ADSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
GTHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS defense
GTHOm,0.0293685227815662,0.0293530817009078,0.0293445467575902,0.0293530817009077,0.0293445467575902,0.0212662970733691,0.0195782634121177,ROS defense
GTHPm,0.0293685227815662,0.0293530817009078,0.0293445467575902,0.0293530817009077,0.0293445467575902,0.0212662970733691,0.0195782634121177,ROS defense
GTHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROS defense
SPODMm,0.0293685227815662,0.0293530817009078,0.0293445467575902,0.0293530817009077,0.0293445467575902,0.0212662970733691,0.0195782634121177,ROS defense
ICDHy,-0.0960000000000348,-0.0960000000001616,0.0,-0.0960000000000295,0.0,-0.0962637362637362,-0.0962637362637362,Reductive carboxylation
ACONT,-0.0960000000000348,-0.0960000000001616,0.0,-0.0960000000000295,0.0,-0.0962637362637362,-0.0962637362637707,Reductive carboxylation
ACITL,0.0,,0.0,,0.0,,0.0962637362637707,Reductive carboxylation / Acetyl-CoA production for biosynthesis
PGCD,0.0,0.0,0.0,0.0,0.0,0.0558624948800524,0.0378063186813337,Serine and glycine biosynthesis
GHMT2r,0.0430000000000174,0.0430000000000808,-0.005,0.0430000000000147,-0.005,0.0431318681318681,0.1186126373626676,Serine and glycine biosynthesis
PSP_L,0.0,0.0,0.0,0.0,0.0,0.0558624948800524,0.0378063186813337,Serine and glycine biosynthesis
PSERT,0.0,0.0,0.0,0.0,0.0,0.0558624948800524,0.0378063186813337,Serine and glycine biosynthesis
GHMT2rm,-0.0260000000000087,-0.0260000000000404,-0.0019999999999999,-0.0260000000000073,-0.0019999999999999,-0.026065934065934,-0.0638063186813338,Serine and glycine biosynthesis
r0060,0.0,0.0,0.024,0.0,0.024,0.0,0.0,Serine degradation
ACONTm,6.8973913043478525,6.907434782608816,6.825391304347811,6.90743478260872,6.825391304347822,4.950973570539004,4.877781840632911,TCA cycle
MDHm,9.128391304347852,9.126434782608817,9.056391304347835,9.12643478260872,9.056391304347832,6.253020173913044,6.136929382983667,TCA cycle
AKGDm,6.822391304347818,6.8324347826086544,6.846391304347811,6.83243478260869,6.846391304347822,4.02755652173913,3.9600268270120256,TCA cycle
ICDHyrm,0.0,0.0,0.0293445467575902,0.0,0.0293445467575902,-0.5457549307873747,-0.0763341355097137,TCA cycle
ICDHxm,6.8973913043478525,6.907434782608816,6.79604675759022,6.90743478260872,6.796046757590232,5.496728501326379,4.954115976142624,TCA cycle
CSm,6.801391304347818,6.811434782608655,6.825391304347811,6.81143478260869,6.825391304347822,4.854709834275267,4.877781840632911,TCA cycle
SUCOASm,-6.575391304347783,-6.558434782608494,-6.695391304347837,-6.558434782608661,-6.6953913043478295,-3.768987153435344,-3.892046793869164,TCA cycle
SUCOAS1m,-0.0960000000000348,-0.0960000000001616,0.0,-0.0960000000000295,0.0,-0.0962637362637362,0.0,TCA cycle
PDHm,2.607999999999992,2.58099999999996,2.6320000000000245,2.580999999999993,2.632000000000007,1.4215893617021276,1.438882978723402,TCA cycle
FUMm,6.849391304347818,6.832434782608655,6.873391304347836,6.83243478260869,6.873391304347829,4.875709834275267,3.9737919481533366,TCA cycle
ACITLm_MitoCore,0.0,,0.0,,0.0,,0.0,TCA cycle periphery
ME1m,0.1159999999999654,0.0889999999998387,0.212000000000025,0.0596469182990628,0.2120000000000068,0.3147182662538701,0.0,TCA cycle periphery
PCm,0.0,0.0,0.0,0.0,0.0,1.50219560496547,0.620867332686393,TCA cycle periphery
NDPK1m,0.0,0.0,,0.0,,0.0,,TCA cycle periphery
ME2m,0.0,0.0,0.0,0.0293530817009077,0.0,0.4711088289389149,0.0,TCA cycle periphery
r0081,0.001,0.001,0.001,0.001,0.001,-0.6961569838867782,0.001,TCA cycle periphery
ADK1m,0.0,0.0,0.0,0.0,0.0,0.006,0.006,TCA cycle periphery
PEPCKm,0.0960000000000348,0.0960000000001616,,0.0960000000000295,,0.0962637362637362,,TCA cycle periphery
NNT_MitoCore,0.0,0.0,,0.0,,0.0,,TCA cycle periphery
r1154,0.012,0.0,0.0120000000000244,0.0,0.0120000000000093,0.0091872340425531,0.0091872340425531,Threonine and Methionine degradation
2HBO,0.0,-0.012,0.0,-0.012,0.0,0.0,0.0,Threonine and Methionine degradation
THRD_L,0.012,0.012,0.012,0.012,0.012,0.0091872340425531,0.0091872340425531,Threonine degradation
r1155,0.012,0.0,0.0120000000000244,0.0,0.0120000000000093,0.0091872340425531,0.0091872340425531,Threonine degradation
r0541,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Tryptophan / Lysine Metabolism 
2OXOADOXm,0.03,0.03,0.03,0.03,0.03,0.0086037735849056,0.0086037735849056,Tryptophan / Lysine Metabolism 
3HAO,0.0,,,,,,,Tryptophan Metabolism 
PCLAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
KYN3OX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
TRPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMCOXO2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMCOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
HKYNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
2OXOADPTmB_MitoCore,0.0,,,,,,,Tryptophan Metabolism 
FKYNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
r0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
2OXOADPTmC_MitoCore,0.0,,,,,,,Tryptophan Metabolism 
TYRTA,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294117,Tyrosine degradation
FUMAC,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294117,Tyrosine degradation
34HPPOR,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294117,Tyrosine degradation
HGNTOR,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294117,Tyrosine degradation
MACACI,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294117,Tyrosine degradation
TYRTB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrosine degradation
ARGN,0.007,0.007,0.007,0.0,0.007,0.007,0.0,Urea Cycle
ARGNm,0.0,0.0,0.0,0.007,0.0,0.0,0.007,Urea Cycle
ARGSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urea Cycle
ARGSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urea Cycle
3HBCOAHLm,0.011,0.011000000000001,0.011,0.0109999999999996,0.0109999999999982,0.0024161849710982,0.0024161849710982,Valine degradation
OIVD2m,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Valine degradation
r0560,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Valine degradation
ECOAH12m,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Valine degradation
VALTAm,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Valine degradation
HIBDm,0.011,0.011000000000001,0.011,0.0109999999999996,0.0109999999999982,0.0024161849710982,0.0024161849710982,Valine degradation
EX_2hb_e,0.0,,,,,,,
EX_HC00250_e,0.0,,,,,,,
EX_ac_e,0.0,,,,,,,
EX_acac_e,-0.114,,,,,,,
EX_akg_e,0.0,,,,,,,
EX_ala_B_e,0.0,,,,,,,
EX_ala_L_e,-0.01,,,,,,,
EX_arg_L_e,-0.007,,,,,,,
EX_argsuc_e,0.0,,,,,,,
EX_asn_L_e,-0.01,,,,,,,
EX_asp_L_e,-0.154,,,,,,,
EX_bhb_e,-0.048,,,,,,,
EX_bilirub_e,0.0,,,,,,,
EX_biomass_e,100.89230387215603,,,,,,,
EX_but_e,0.0,,,,,,,
EX_chol_e,0.0,,,,,,,
EX_cit_e,0.0,,,,,,,
EX_citr_L_e,0.0,,,,,,,
EX_co2_e,16.63678260869566,,,,,,,
EX_co_e,0.0,,,,,,,
EX_creat_e,0.0,,,,,,,
EX_cyan_e,0.0,,,,,,,
EX_cys_L_e,-0.001,,,,,,,
EX_etoh_e,0.0,,,,,,,
EX_fe2_e,0.0,,,,,,,
EX_fol_e,0.0,,,,,,,
EX_for_e,0.0,,,,,,,
EX_fum_e,0.0,,,,,,,
EX_glc_D_e,-0.9,,,,,,,
EX_gln_L_e,0.0,,,,,,,
EX_glu_L_e,0.0,,,,,,,
EX_gly_e,-0.009,,,,,,,
EX_glyc_e,-0.01,,,,,,,
EX_h2o_e,15.026434782608687,,,,,,,
EX_h_e,-1.788410958606608,,,,,,,
EX_hco3_e,-0.043,,,,,,,
EX_hdca_e,-0.4696739130434784,,,,,,,
EX_his_L_e,-0.01,,,,,,,
EX_icit_e,0.0,,,,,,,
EX_ile_L_e,-0.004,,,,,,,
EX_lac_L_e,-0.575,,,,,,,
EX_leu_L_e,-0.016,,,,,,,
EX_lys_L_e,-0.03,,,,,,,
EX_mal_L_e,0.0,,,,,,,
EX_mercplac_e,0.0,,,,,,,
EX_met_L_e,0.0,,,,,,,
EX_nad_e,0.0,,,,,,,
EX_nadh_e,0.0,,,,,,,
EX_nh4_e,0.3620000000000091,,,,,,,
EX_no_e,0.0,,,,,,,
EX_o2_e,-19.8,,,,,,,
EX_oaa_e,0.0,,,,,,,
EX_pchol_hs_e,0.0,,,,,,,
EX_pcreat_e,0.0,,,,,,,
