EntryID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
13776	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13777	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13777	Sus scrofa	P33198	1.1.1.42	Vmax		6.6E-4		2.0E-5	mol*s^(-1)*g^(-1)
13777	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	1.1E-7		1.0E-8	M
13777	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13778	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	9.1E-7		3.1E-7	M
13778	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13778	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13778	Sus scrofa	P33198	1.1.1.42	Vmax		1.21666667E-6		5.0E-8	mol*s^(-1)*g^(-1)
13779	Sus scrofa	P33198	1.1.1.42	Vmax		5.0E-8		1.66667E-8	mol*s^(-1)*g^(-1)
13779	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13779	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	1.05E-6		4.9E-7	M
13779	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13780	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	2.52E-4		2.72E-5	M
13780	Sus scrofa	P33198	1.1.1.42	Vmax		5.56666667E-5		1.5E-6	mol*s^(-1)*g^(-1)
13780	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13780	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13781	Sus scrofa	P33198	1.1.1.42	pH		5.0	8.8	-	-
13781	Sus scrofa	P33198	1.1.1.42	unknown		5.78		0.04	-
13781	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13781	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13781	Sus scrofa	P33198	1.1.1.42	Vmax		5.81666667E-4		8.33333E-6	mol*s^(-1)*g^(-1)
13781	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13782	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13782	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13782	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13782	Sus scrofa	P33198	1.1.1.42	Vmax		2.36666667E-6		6.66667E-8	mol*s^(-1)*g^(-1)
13782	Sus scrofa	P33198	1.1.1.42	pH		5.0	8.8	-	-
13782	Sus scrofa	P33198	1.1.1.42	unknown		7.47		0.03	-
13783	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13783	Sus scrofa	P33198	1.1.1.42	pH		5.0	8.8	-	-
13783	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13783	Sus scrofa	P33198	1.1.1.42	Vmax		1.5E-7		1.66667E-8	mol*s^(-1)*g^(-1)
13783	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13783	Sus scrofa	P33198	1.1.1.42	unknown		8.38		0.27	-
13784	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	2.0E-4		-	M
13784	Sus scrofa	P33198	1.1.1.42	unknown		5.94		0.05	-
13784	Sus scrofa	P33198	1.1.1.42	Vmax		5.11666667E-5		1.16667E-6	mol*s^(-1)*g^(-1)
13784	Sus scrofa	P33198	1.1.1.42	pH		5.0	8.8	-	-
13784	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.008		-	M
13784	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.004		-	M
13785	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13785	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13785	Sus scrofa	P33198	1.1.1.42	Vmax		1.83333333E-6		5.0E-8	mol*s^(-1)*g^(-1)
13785	Sus scrofa	P33198	1.1.1.42	Km	NADP+	2.25E-6		3.5E-7	M
13786	Sus scrofa	P33198	1.1.1.42	Km	NADP+	4.6E-7		4.0E-8	M
13786	Sus scrofa	P33198	1.1.1.42	Vmax		1.7E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13786	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13786	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13787	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13787	Sus scrofa	P33198	1.1.1.42	Km	NADP+	4.2E-7		5.0E-8	M
13787	Sus scrofa	P33198	1.1.1.42	Vmax		2.01666667E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13787	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13788	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13788	Sus scrofa	P33198	1.1.1.42	Km	NADP+	5.1E-7		4.0E-8	M
13788	Sus scrofa	P33198	1.1.1.42	Vmax		3.05E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13788	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13789	Sus scrofa	P33198	1.1.1.42	Vmax		1.83333333E-6		5.0E-8	mol*s^(-1)*g^(-1)
13789	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13789	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13789	Sus scrofa	P33198	1.1.1.42	Km	Isocitrate	5.2E-6		6.0E-7	M
13790	Sus scrofa	P33198	1.1.1.42	Km	Isocitrate	5.7E-7		8.0E-8	M
13790	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13790	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13790	Sus scrofa	P33198	1.1.1.42	Vmax		1.7E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13791	Sus scrofa	P33198	1.1.1.42	Vmax		2.01666667E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13791	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13791	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13791	Sus scrofa	P33198	1.1.1.42	Km	Isocitrate	7.2E-7		1.5E-7	M
13792	Sus scrofa	P33198	1.1.1.42	concentration	Mn2+	0.002		-	M
13792	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13792	Sus scrofa	P33198	1.1.1.42	Km	Isocitrate	5.32E-6		2.8E-7	M
13792	Sus scrofa	P33198	1.1.1.42	Vmax		3.05E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13793	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	3.8E-7		3.0E-8	M
13793	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13793	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13793	Sus scrofa	P33198	1.1.1.42	Vmax		6.6E-4		2.0E-5	mol*s^(-1)*g^(-1)
13794	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13794	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	4.0E-8		7.0E-9	M
13794	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13794	Sus scrofa	P33198	1.1.1.42	Vmax		1.83333333E-6		5.0E-8	mol*s^(-1)*g^(-1)
13795	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13795	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	8.4E-8		1.5E-8	M
13795	Sus scrofa	P33198	1.1.1.42	Vmax		2.01666667E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13795	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13796	Sus scrofa	P33198	1.1.1.42	Vmax		3.05E-6		3.33333E-8	mol*s^(-1)*g^(-1)
13796	Sus scrofa	P33198	1.1.1.42	concentration	NADP+	1.0E-4		-	M
13796	Sus scrofa	P33198	1.1.1.42	concentration	Isocitrate	0.004		-	M
13796	Sus scrofa	P33198	1.1.1.42	Km	Mn2+	1.31E-4		6.79E-6	M
15447	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15447	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+			-	-
15447	Sus scrofa	P00636	3.1.3.11	Hill coefficient	Mg2+	2.0		0.05	-
15447	Sus scrofa	P00636	3.1.3.11	Km	D-Fructose 1,6-bisphosphate	1.96E-6		2.0E-7	M
15447	Sus scrofa	P00636	3.1.3.11	unknown				-	-
15447	Sus scrofa	P00636	3.1.3.11	kcat		12.5		-	s^(-1)
15447	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	3.0E-7		1.0E-7	M^2
15447	Sus scrofa	P00636	3.1.3.11	concentration	D-Fructose 1,6-bisphosphate			-	-
15448	Sus scrofa	P00636	3.1.3.11	kcat		13.1		-	s^(-1)
15448	Sus scrofa	P00636	3.1.3.11	concentration	D-Fructose 1,6-bisphosphate			-	-
15448	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	2.78E-7		4.0E-9	M^2
15448	Sus scrofa	P00636	3.1.3.11	Hill coefficient	Mg2+	2.03		0.14	-
15448	Sus scrofa	P00636	3.1.3.11	Km	D-Fructose 1,6-bisphosphate	2.03E-6		9.0E-8	M
15448	Sus scrofa	P00636	3.1.3.11	unknown				-	-
15448	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15448	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+			-	-
15449	Sus scrofa	P00636	3.1.3.11	Hill coefficient	Mg2+	2.0		0.06	-
15449	Sus scrofa	P00636	3.1.3.11	kcat		15.6		-	s^(-1)
15449	Sus scrofa	P00636	3.1.3.11	Km	D-Fructose 1,6-bisphosphate	1.96E-6		8.0E-8	M
15449	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+			-	-
15449	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15449	Sus scrofa	P00636	3.1.3.11	concentration	D-Fructose 1,6-bisphosphate			-	-
15449	Sus scrofa	P00636	3.1.3.11	unknown				-	-
15449	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	2.63E-7		3.0E-9	M^2
15450	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+	0.005		-	M
15450	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15450	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	3.0E-7		1.0E-7	M^2
15450	Sus scrofa	P00636	3.1.3.11	concentration	AMP			-	-
15450	Sus scrofa	P00636	3.1.3.11	Ki	AMP	1.8E-11		3.2E-12	M^2
15450	Sus scrofa	P00636	3.1.3.11	kcat		12.5		-	s^(-1)
15451	Sus scrofa	P00636	3.1.3.11	Ki	AMP	1.35E-4		2.5E-5	M
15451	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+	0.005		-	M
15451	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15451	Sus scrofa	P00636	3.1.3.11	kcat		13.1		-	s^(-1)
15451	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	2.78E-7		4.0E-9	M^2
15451	Sus scrofa	P00636	3.1.3.11	concentration	AMP	5.0E-6	2.0E-5	-	M
15452	Sus scrofa	P00636	3.1.3.11	concentration	AMP	0.0	6.0E-4	-	M
15452	Sus scrofa	P00636	3.1.3.11	Km	Mg2+	2.63E-7		3.0E-9	M^2
15452	Sus scrofa	P00636	3.1.3.11	Ki	AMP	1.17E-9		3.06E-10	M^2
15452	Sus scrofa	P00636	3.1.3.11	concentration	Enzyme			-	-
15452	Sus scrofa	P00636	3.1.3.11	concentration	Mg2+	0.005		-	M
15452	Sus scrofa	P00636	3.1.3.11	kcat		15.6		-	s^(-1)
15453	Sus scrofa	P00636	3.1.3.11	Ki	D-Fructose 2,6-bisphosphate	9.3E-7		1.5E-7	M
15454	Sus scrofa	P00636	3.1.3.11	Ki	D-Fructose 2,6-bisphosphate	2.0E-7		2.0E-8	M
15455	Sus scrofa	P00636	3.1.3.11	Ki	D-Fructose 2,6-bisphosphate	7.6E-7		5.0E-8	M
15575	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15575	Sus scrofa	P83686	1.6.2.2	kcat		510.0		50.0	s^(-1)
15575	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15575	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15575	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	8.8E-6		1.8E-6	M
15576	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	9.1E-6		1.8E-6	M
15576	Sus scrofa	P83686	1.6.2.2	kcat		560.0		60.0	s^(-1)
15576	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15576	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15576	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15577	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15577	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15577	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	8.9E-6		1.8E-6	M
15577	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15577	Sus scrofa	P83686	1.6.2.2	kcat		380.0		40.0	s^(-1)
15578	Sus scrofa	P83686	1.6.2.2	kcat		580.0		60.0	s^(-1)
15578	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15578	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	1.1E-5		2.2E-6	M
15578	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15578	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15579	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	3.1E-6		6.0E-7	M
15579	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15579	Sus scrofa	P83686	1.6.2.2	kcat		420.0		40.0	s^(-1)
15579	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15579	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15580	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15580	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15580	Sus scrofa	P83686	1.6.2.2	kcat		160.0		20.0	s^(-1)
15580	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	3.0E-5		6.0E-6	M
15580	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15581	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15581	Sus scrofa	P83686	1.6.2.2	kcat		450.0		50.0	s^(-1)
15581	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	1.7E-5		3.4E-6	M
15581	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15581	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15582	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15582	Sus scrofa	P83686	1.6.2.2	concentration	Ferricytochrome b5			-	-
15582	Sus scrofa	P83686	1.6.2.2	kcat		57.0		6.0	s^(-1)
15582	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15582	Sus scrofa	P83686	1.6.2.2	Km	Ferricytochrome b5	2.5E-6		5.0E-7	M
15583	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15583	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15583	Sus scrofa	P83686	1.6.2.2	kcat		630.0		60.0	s^(-1)
15583	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	2.5E-6		5.0E-7	M
15583	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15584	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15584	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15584	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	2.8E-6		6.0E-7	M
15584	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15584	Sus scrofa	P83686	1.6.2.2	kcat		810.0		80.0	s^(-1)
15585	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15585	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	2.8E-6		6.0E-7	M
15585	Sus scrofa	P83686	1.6.2.2	kcat		470.0		50.0	s^(-1)
15585	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15585	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15586	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15586	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15586	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	2.6E-6		5.0E-7	M
15586	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15586	Sus scrofa	P83686	1.6.2.2	kcat		730.0		70.0	s^(-1)
15587	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15587	Sus scrofa	P83686	1.6.2.2	kcat		490.0		50.0	s^(-1)
15587	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	6.0E-7		1.0E-7	M
15587	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15587	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15588	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15588	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15588	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	2.2E-6		4.0E-7	M
15588	Sus scrofa	P83686	1.6.2.2	kcat		110.0		10.0	s^(-1)
15588	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15589	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15589	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	5.2E-6		1.0E-7	M
15589	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15589	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15589	Sus scrofa	P83686	1.6.2.2	kcat		400.0		40.0	s^(-1)
15590	Sus scrofa	P83686	1.6.2.2	Km	Ferricyanide	5.2E-6		1.0E-7	M
15590	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15590	Sus scrofa	P83686	1.6.2.2	concentration	NADH	1.0E-4		-	M
15590	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide			-	-
15590	Sus scrofa	P83686	1.6.2.2	kcat		76.0		8.0	s^(-1)
15591	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15591	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15591	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15591	Sus scrofa	P83686	1.6.2.2	Km	NADH	1.6E-6		3.0E-7	M
15591	Sus scrofa	P83686	1.6.2.2	kcat		390.0		40.0	s^(-1)
15592	Sus scrofa	P83686	1.6.2.2	kcat		570.0		60.0	s^(-1)
15592	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15592	Sus scrofa	P83686	1.6.2.2	Km	NADH	1.5E-6		3.0E-7	M
15592	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15592	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15593	Sus scrofa	P83686	1.6.2.2	kcat		440.0		40.0	s^(-1)
15593	Sus scrofa	P83686	1.6.2.2	Km	NADH	1.9E-6		4.0E-7	M
15593	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15593	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15593	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15594	Sus scrofa	P83686	1.6.2.2	Km	NADH	2.7E-6		3.0E-7	M
15594	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15594	Sus scrofa	P83686	1.6.2.2	kcat		750.0		80.0	s^(-1)
15594	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15594	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15595	Sus scrofa	P83686	1.6.2.2	Km	NADH	1.0E-5		2.0E-6	M
15595	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15595	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15595	Sus scrofa	P83686	1.6.2.2	kcat		710.0		70.0	s^(-1)
15595	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15596	Sus scrofa	P83686	1.6.2.2	Km	NADH	3.0E-7		6.0E-8	M
15596	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15596	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15596	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15596	Sus scrofa	P83686	1.6.2.2	kcat		77.0		8.0	s^(-1)
15597	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
15597	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15597	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15597	Sus scrofa	P83686	1.6.2.2	kcat		310.0		30.0	s^(-1)
15597	Sus scrofa	P83686	1.6.2.2	Km	NADH	8.4E-7		2.0E-7	M
15598	Sus scrofa	P83686	1.6.2.2	kcat		53.0		5.0	s^(-1)
15598	Sus scrofa	P83686	1.6.2.2	concentration	Enzyme			-	-
15598	Sus scrofa	P83686	1.6.2.2	Km	NADH	6.4E-7		1.0E-7	M
15598	Sus scrofa	P83686	1.6.2.2	concentration	Ferricyanide	1.0E-4		-	M
15598	Sus scrofa	P83686	1.6.2.2	concentration	NADH			-	-
16340	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16340	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16340	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	5.94E-4		-	M
16340	Sus scrofa		2.7.7.1	Vmax		3.83333333E-6		-	mol*s^(-1)*g^(-1)
16341	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16341	Sus scrofa		2.7.7.1	Vmax		4.45E-6		-	mol*s^(-1)*g^(-1)
16341	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16341	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	4.5E-4		-	M
16342	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.87E-4		-	M
16342	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16342	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16342	Sus scrofa		2.7.7.1	Vmax		4.58333333E-6		-	mol*s^(-1)*g^(-1)
16343	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16343	Sus scrofa		2.7.7.1	Vmax		5.05E-6		-	mol*s^(-1)*g^(-1)
16343	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16343	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.39E-4		-	M
16344	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16344	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.05E-4		-	M
16344	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16344	Sus scrofa		2.7.7.1	Vmax		5.56666667E-6		-	mol*s^(-1)*g^(-1)
16345	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16345	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16345	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.08E-4		-	M
16345	Sus scrofa		2.7.7.1	Vmax		5.68333333E-6		-	mol*s^(-1)*g^(-1)
16346	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16346	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	8.79E-5		-	M
16346	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16346	Sus scrofa		2.7.7.1	Vmax		5.46666667E-6		-	mol*s^(-1)*g^(-1)
16347	Sus scrofa		2.7.7.1	Vmax		5.68333333E-6		-	mol*s^(-1)*g^(-1)
16347	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	8.77E-5		-	M
16347	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16347	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16348	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16348	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16348	Sus scrofa		2.7.7.1	Vmax		5.58333333E-6		-	mol*s^(-1)*g^(-1)
16348	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	7.52E-5		-	M
16349	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	7.91E-5		-	M
16349	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16349	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16349	Sus scrofa		2.7.7.1	Vmax		5.7E-6		-	mol*s^(-1)*g^(-1)
16350	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16350	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	7.19E-5		-	M
16350	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16350	Sus scrofa		2.7.7.1	Vmax		6.01666667E-6		-	mol*s^(-1)*g^(-1)
16351	Sus scrofa		2.7.7.1	Vmax		5.73333333E-6		-	mol*s^(-1)*g^(-1)
16351	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16351	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.129E-4		-	M
16351	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16352	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16352	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16352	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.06E-4		-	M
16352	Sus scrofa		2.7.7.1	Vmax		5.13333333E-6		-	mol*s^(-1)*g^(-1)
16353	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	2.01E-4		-	M
16353	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
16353	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16353	Sus scrofa		2.7.7.1	Vmax		5.6E-6		-	mol*s^(-1)*g^(-1)
16354	Sus scrofa		2.7.7.1	Km	Nicotinamide nucleotide	1.8E-4		-	M
16354	Sus scrofa		2.7.7.1	concentration	Nicotinamide nucleotide	0.0	0.0015	-	M
16354	Sus scrofa		2.7.7.1	concentration	ATP	0.004		-	M
