EntryID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
7106	Bos taurus	Q3SZJ0	4.3.2.1	concentration	Difluorofumarate	0.0	2.0E-5	-	M
7106	Bos taurus	Q3SZJ0	4.3.2.1	Km	Difluorofumarate	4.6E-5		6.0E-6	M
7107	Bos taurus	P00376	1.5.1.3	kcat		0.15		0.003	s^(-1)
7107	Bos taurus	P00376	1.5.1.3	concentration	NADPH	2.0E-4		-	M
7107	Bos taurus	P00376	1.5.1.3	Km	Folate	4.28E-6		3.1E-7	M
7108	Bos taurus	P00376	1.5.1.3	Km	7,8-Dihydrofolate	1.93E-6		1.9E-7	M
7108	Bos taurus	P00376	1.5.1.3	kcat		8.9		0.3	s^(-1)
7108	Bos taurus	P00376	1.5.1.3	concentration	NADPH	1.0E-4		-	M
7109	Bos taurus	P00376	1.5.1.3	kcat		5.8		0.2	s^(-1)
7109	Bos taurus	P00376	1.5.1.3	Km	7,8-Dihydropteroylpentaglutamate	2.5E-6		2.6E-7	M
7109	Bos taurus	P00376	1.5.1.3	concentration	NADPH	1.0E-4		-	M
7110	Bos taurus	P00376	1.5.1.3	Km	7,8-Dihydrobiopterin	7.21E-6		1.1E-6	M
7110	Bos taurus	P00376	1.5.1.3	kcat		0.69		0.05	s^(-1)
7110	Bos taurus	P00376	1.5.1.3	concentration	NADPH	1.0E-4		-	M
7187	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.5E-5		-	M
7187	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7187	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7187	Bos taurus	P52897	1.1.1.188	kcat		0.0141666667		-	s^(-1)
7187	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	950.0		-	M^(-1)*s^(-1)
7187	Bos taurus	P52897	1.1.1.188	specific enz. activity		3.83341E-7		-	katal*g^(-1)
7188	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.1E-4		-	M
7188	Bos taurus	P52897	1.1.1.188	kcat		0.0135		-	s^(-1)
7188	Bos taurus	P52897	1.1.1.188	specific enz. activity		3.633406E-7		-	katal*g^(-1)
7188	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7188	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7188	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	116.666667		-	M^(-1)*s^(-1)
7189	Bos taurus	P52897	1.1.1.188	specific enz. activity		3.050061E-7		-	katal*g^(-1)
7189	Bos taurus	P52897	1.1.1.188	kcat		0.011		-	s^(-1)
7189	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.45E-4		-	M
7189	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7189	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	83.3333333		-	M^(-1)*s^(-1)
7189	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7190	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	150.0		-	M^(-1)*s^(-1)
7190	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7190	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	7.5E-5		-	M
7190	Bos taurus	P52897	1.1.1.188	kcat		0.011		-	s^(-1)
7190	Bos taurus	P52897	1.1.1.188	specific enz. activity		3.00006E-7		-	katal*g^(-1)
7190	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7191	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7191	Bos taurus	P52897	1.1.1.188	kcat		0.0686666667		-	s^(-1)
7191	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7191	Bos taurus	P52897	1.1.1.188	specific enz. activity		1.8717041E-6		-	katal*g^(-1)
7191	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	383.333333		-	M^(-1)*s^(-1)
7191	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.8E-4		-	M
7192	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7192	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	5.0E-5		-	M
7192	Bos taurus	P52897	1.1.1.188	kcat		0.0281666667		-	s^(-1)
7192	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	566.666667		-	M^(-1)*s^(-1)
7192	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7192	Bos taurus	P52897	1.1.1.188	specific enz. activity		7.633486E-7		-	katal*g^(-1)
7193	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	850.0		-	M^(-1)*s^(-1)
7193	Bos taurus	P52897	1.1.1.188	specific enz. activity		9.16685E-7		-	katal*g^(-1)
7193	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	4.0E-5		-	M
7193	Bos taurus	P52897	1.1.1.188	kcat		0.0336666667		-	s^(-1)
7193	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7193	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7194	Bos taurus	P52897	1.1.1.188	specific enz. activity		2.266712E-7		-	katal*g^(-1)
7194	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0012	0.3	-	mg/ml
7194	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin D2	83.3333333		-	M^(-1)*s^(-1)
7194	Bos taurus	P52897	1.1.1.188	kcat		0.0085		-	s^(-1)
7194	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.0E-4		-	M
7194	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7195	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7195	Bos taurus	P52897	1.1.1.188	specific enz. activity		1.50003E-7		-	katal*g^(-1)
7195	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	233.333333		-	M^(-1)*s^(-1)
7195	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7195	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	2.5E-5		-	M
7195	Bos taurus	P52897	1.1.1.188	kcat		0.00566666667		-	s^(-1)
7196	Bos taurus	P52897	1.1.1.188	kcat		0.0035		-	s^(-1)
7196	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	250.0		-	M^(-1)*s^(-1)
7196	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	1.4E-5		-	M
7196	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7196	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7197	Bos taurus	P52897	1.1.1.188	kcat		0.00283333333		-	s^(-1)
7197	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7197	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7197	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	1.0E-5		-	M
7197	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	283.333333		-	M^(-1)*s^(-1)
7198	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7198	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	1450.0		-	M^(-1)*s^(-1)
7198	Bos taurus	P52897	1.1.1.188	kcat		0.00433333333		-	s^(-1)
7198	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	3.0E-6		-	M
7198	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7199	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	1.0E-5		-	M
7199	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7199	Bos taurus	P52897	1.1.1.188	kcat		0.00183333333		-	s^(-1)
7199	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	183.333333		-	M^(-1)*s^(-1)
7199	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7200	Bos taurus	P52897	1.1.1.188	kcat		0.00416666667		-	s^(-1)
7200	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7200	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	150.0		-	M^(-1)*s^(-1)
7200	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	2.8E-5		-	M
7200	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7201	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7201	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7201	Bos taurus	P52897	1.1.1.188	kcat		0.0035		-	s^(-1)
7201	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	116.666667		-	M^(-1)*s^(-1)
7201	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	3.0E-5		-	M
7202	Bos taurus	P52897	1.1.1.188	concentration	NADPH	5.0E-4		-	M
7202	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.006	0.38	-	mg/ml
7202	Bos taurus	P52897	1.1.1.188	kcat/Km	Prostaglandin H2	1216.66667		-	M^(-1)*s^(-1)
7202	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	1.0E-5		-	M
7202	Bos taurus	P52897	1.1.1.188	kcat		0.0121666667		-	s^(-1)
7203	Bos taurus	P52897	1.1.1.188	specific enz. activity		3.100062E-6		-	katal*g^(-1)
7203	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	1.1E-6		-	M
7203	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	103500.0		-	M^(-1)*s^(-1)
7203	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7203	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7203	Bos taurus	P52897	1.1.1.188	kcat		0.113833333		-	s^(-1)
7204	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	51500.0		-	M^(-1)*s^(-1)
7204	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	1.07E-6		-	M
7204	Bos taurus	P52897	1.1.1.188	kcat		0.0551666667		-	s^(-1)
7204	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7204	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7205	Bos taurus	P52897	1.1.1.188	kcat		0.0423333333		-	s^(-1)
7205	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	8.0E-7		-	M
7205	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7205	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	53000.0		-	M^(-1)*s^(-1)
7205	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7206	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7206	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	5.1E-7		-	M
7206	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7206	Bos taurus	P52897	1.1.1.188	kcat		0.063		-	s^(-1)
7206	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	123500.0		-	M^(-1)*s^(-1)
7207	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7207	Bos taurus	P52897	1.1.1.188	kcat		0.18		-	s^(-1)
7207	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7207	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	1.2E-7		-	M
7207	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	1500000.0		-	M^(-1)*s^(-1)
7208	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7208	Bos taurus	P52897	1.1.1.188	kcat		0.161		-	s^(-1)
7208	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	3.6E-7		-	M
7208	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7208	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	447166.667		-	M^(-1)*s^(-1)
7209	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	4.6E-7		-	M
7209	Bos taurus	P52897	1.1.1.188	kcat		0.123666667		-	s^(-1)
7209	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7209	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	268833.333		-	M^(-1)*s^(-1)
7209	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7210	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.006	0.2	-	mg/ml
7210	Bos taurus	P52897	1.1.1.188	concentration	NADPH	8.0E-5		-	M
7210	Bos taurus	P52897	1.1.1.188	kcat		0.0551666667		-	s^(-1)
7210	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	6.7E-7		-	M
7210	Bos taurus	P52897	1.1.1.188	kcat/Km	9,10-Phenanthrenedione	82333.3333		-	M^(-1)*s^(-1)
7796	Bos taurus	Q2KJ64	3.5.3.1	kcat		1366.66667		-	s^(-1)
7796	Bos taurus	Q2KJ64	3.5.3.1	concentration	L-Arginine	0.001	0.01	-	M
7796	Bos taurus	Q2KJ64	3.5.3.1	concentration	Enzyme	5.6E-9		-	M
7796	Bos taurus	Q2KJ64	3.5.3.1	Km	L-Arginine	0.005		0.001	M
7797	Bos taurus	Q2KJ64	3.5.3.1	Km	L-Arginine	0.005		0.001	M
7797	Bos taurus	Q2KJ64	3.5.3.1	concentration	L-Arginine	0.001	0.01	-	M
7797	Bos taurus	Q2KJ64	3.5.3.1	Ki	L-Ornithine	0.003		0.001	M
7797	Bos taurus	Q2KJ64	3.5.3.1	kcat		1366.66667		-	s^(-1)
7797	Bos taurus	Q2KJ64	3.5.3.1	concentration	Enzyme	5.6E-9		-	M
7797	Bos taurus	Q2KJ64	3.5.3.1	concentration	L-Ornithine			-	-
7811	Bos taurus	Q58DL1	3.5.3.1	concentration	L-Arginine	0.0	0.125	-	M
7811	Bos taurus	Q58DL1	3.5.3.1	Km	L-Arginine	0.0495		0.0098	M
7811	Bos taurus	Q58DL1	3.5.3.1	concentration	Mn2+	0.005		-	M
7811	Bos taurus	Q58DL1	3.5.3.1	Vmax		6.1E-7		5.83333E-8	mol*s^(-1)*g^(-1)
7812	Bos taurus	Q2KJ64	3.5.3.1	Vmax		5.18333333E-7		2.1E-7	mol*s^(-1)*g^(-1)
7812	Bos taurus	Q2KJ64	3.5.3.1	Hill coefficient	L-Arginine	2.0		-	-
7812	Bos taurus	Q2KJ64	3.5.3.1	concentration	L-Arginine	0.0	0.125	-	M
7812	Bos taurus	Q2KJ64	3.5.3.1	S_half	L-Arginine	0.0185		0.0024	M
7812	Bos taurus	Q2KJ64	3.5.3.1	concentration	Mn2+	0.005		-	M
8170	Bos taurus		4.1.2.13	concentration	Enzyme	0.002		-	mg/ml
8170	Bos taurus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	1.0E-6		1.5E-7	M
8170	Bos taurus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8170	Bos taurus		4.1.2.13	Vmax		1.675E-10		7.5E-12	M*s^(-1)
8171	Bos taurus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	8.0E-6		7.0E-7	M
8171	Bos taurus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8171	Bos taurus		4.1.2.13	Vmax		2.175E-10		1.66667E-11	M*s^(-1)
8171	Bos taurus		4.1.2.13	concentration	Enzyme	0.002		-	mg/ml
8172	Bos taurus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	1.2E-5		1.0E-6	M
8172	Bos taurus		4.1.2.13	Vmax		2.34166667E-10		3.08333E-11	M*s^(-1)
8172	Bos taurus		4.1.2.13	concentration	Enzyme	0.002		-	mg/ml
8172	Bos taurus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8173	Bos taurus		4.1.2.13	concentration	Enzyme	0.002		-	mg/ml
8173	Bos taurus		4.1.2.13	concentration	Ca2+	1.0E-4		-	M
8173	Bos taurus		4.1.2.13	Vmax		4.68333333E-10		3.5E-11	M*s^(-1)
8173	Bos taurus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	2.0E-5		2.4E-6	M
8173	Bos taurus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8174	Bos taurus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	1.0E-4		1.18E-5	M
8174	Bos taurus		4.1.2.13	concentration	Enzyme	0.002		-	mg/ml
8174	Bos taurus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8174	Bos taurus		4.1.2.13	Vmax		6.7E-10		8.16667E-11	M*s^(-1)
8514	Bos taurus		1.6.99.3	concentration	Ubiquinone	0.0	2.0E-4	-	M
8514	Bos taurus		1.6.99.3	concentration	NADH	2.0E-4		-	M
8514	Bos taurus		1.6.99.3	Km	Ubiquinone			-	-
8514	Bos taurus		1.6.99.3	kcat		53.0		-	s^(-1)
8514	Bos taurus		1.6.99.3	concentration	Enzyme	0.01		-	mg/ml
8515	Bos taurus		1.6.99.3	kcat		50.0		-	s^(-1)
8515	Bos taurus		1.6.99.3	concentration	Enzyme	0.01		-	mg/ml
8515	Bos taurus		1.6.99.3	concentration	Ubiquinone	0.0	2.0E-4	-	M
8515	Bos taurus		1.6.99.3	concentration	NADH	2.0E-4		-	M
8515	Bos taurus		1.6.99.3	Km	Ubiquinone	1.0E-5		-	M
8516	Bos taurus		1.6.99.3	kcat		50.0		-	s^(-1)
8516	Bos taurus		1.6.99.3	concentration	Enzyme	0.01		-	mg/ml
8516	Bos taurus		1.6.99.3	concentration	NADH	0.0	8.5E-5	-	M
8516	Bos taurus		1.6.99.3	concentration	Ubiquinone	5.0E-5		-	M
8516	Bos taurus		1.6.99.3	Km	NADH	7.0E-6		-	M
8734	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin H2	1.0E-5		-	M
8734	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8734	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin H2	0.0	8.0E-5	-	M
8735	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin D2	1.2E-4		-	M
8735	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0	0.001	-	M
8735	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8736	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8736	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.0	1.0E-5	-	M
8736	Bos taurus	P52897	1.1.1.188	Km	9,10-Phenanthrenedione	7.0E-7		-	M
8737	Bos taurus	P52897	1.1.1.188	concentration	Phenylglyoxal	0.0	0.001	-	M
8737	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8737	Bos taurus	P52897	1.1.1.188	Km	Phenylglyoxal	8.0E-5		-	M
8738	Bos taurus	P52897	1.1.1.188	concentration	4-Nitroacetophenone	0.0	5.0E-4	-	M
8738	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8738	Bos taurus	P52897	1.1.1.188	Km	4-Nitroacetophenone	1.3E-5		-	M
8739	Bos taurus	P52897	1.1.1.188	concentration	4-Nitrobenzaldehyde	0.0	5.0E-4	-	M
8739	Bos taurus	P52897	1.1.1.188	Km	4-Nitrobenzaldehyde	1.25E-4		-	M
8739	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8740	Bos taurus	P52897	1.1.1.188	Km	Hydrindantin	1.8E-5		-	M
8740	Bos taurus	P52897	1.1.1.188	concentration	Hydrindantin	0.0	1.0E-4	-	M
8740	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8741	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin J2	0.0	0.001	-	M
8741	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin J2	2.3E-4		-	M
8741	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8742	Bos taurus	P52897	1.1.1.188	Km	delta-12-PGJ2	6.7E-4		-	M
8742	Bos taurus	P52897	1.1.1.188	concentration	delta-12-PGJ2	0.0	0.001	-	M
8742	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8743	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8743	Bos taurus	P52897	1.1.1.188	Km	Prostaglandin A2	2.5E-4		-	M
8743	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin A2	0.0	0.001	-	M
8744	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8744	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.001		-	M
8744	Bos taurus	P52897	1.1.1.188	Ki	9,10-Phenanthrenedione	1.1E-6		-	M
8744	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	0.0	1.0E-5	-	M
8745	Bos taurus	P52897	1.1.1.188	concentration	NADP+	8.0E-5		-	M
8745	Bos taurus	P52897	1.1.1.188	concentration	9,10-Phenanthrenedione	1.0E-5		-	M
8745	Bos taurus	P52897	1.1.1.188	Ki	Prostaglandin D2	9.5E-5		-	M
8745	Bos taurus	P52897	1.1.1.188	concentration	Prostaglandin D2	0.0	5.0E-4	-	M
9128	Bos taurus	Q9N1U7	2.1.3.3	concentration	L-Ornithine	0.0	0.001	-	M
9128	Bos taurus	Q9N1U7	2.1.3.3	Km	L-Ornithine	0.00133		-	M
9129	Bos taurus	Q9N1U7	2.1.3.3	concentration	Carbamoyl phosphate	0.0	0.001	-	M
9129	Bos taurus	Q9N1U7	2.1.3.3	Km	Carbamoyl phosphate	0.00106		-	M
9303	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	1.24E-5		-	M
9303	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9303	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9303	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	2.4		-	-
9303	Bos taurus	P00396	1.9.3.1	kcat		33.4		-	s^(-1)
9303	Bos taurus	P00396	1.9.3.1	concentration	ATP	0.005		-	M
9304	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9304	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9304	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	9.5E-6		-	M
9304	Bos taurus	P00396	1.9.3.1	kcat		55.0		-	s^(-1)
9304	Bos taurus	P00396	1.9.3.1	concentration	ADP	0.005		-	M
9304	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	1.7		-	-
9305	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9305	Bos taurus	P00396	1.9.3.1	kcat		46.0		-	s^(-1)
9305	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	2.0		-	-
9305	Bos taurus	P00396	1.9.3.1	concentration	AMP	0.005		-	M
9305	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	1.09E-5		-	M
9305	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9306	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9306	Bos taurus	P00396	1.9.3.1	kcat		38.1		-	s^(-1)
9306	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	1.9		-	-
9306	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	1.05E-5		-	M
9306	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9307	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9307	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	3.1		-	-
9307	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	2.25E-5		-	M
9307	Bos taurus	P00396	1.9.3.1	kcat		25.8		-	s^(-1)
9307	Bos taurus	P00396	1.9.3.1	concentration	Theophylline	1.0E-4		-	M
9307	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9308	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	2.37E-5		-	M
9308	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9308	Bos taurus	P00396	1.9.3.1	concentration	Theophylline	1.0E-4		-	M
9308	Bos taurus	P00396	1.9.3.1	concentration	ATP	0.005		-	M
9308	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9308	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	4.0		-	-
9308	Bos taurus	P00396	1.9.3.1	kcat		25.0		-	s^(-1)
9309	Bos taurus	P00396	1.9.3.1	concentration	ADP	0.005		-	M
9309	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	3.1		-	-
9309	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9309	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9309	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	1.88E-5		-	M
9309	Bos taurus	P00396	1.9.3.1	kcat		39.6		-	s^(-1)
9309	Bos taurus	P00396	1.9.3.1	concentration	Theophylline	1.0E-4		-	M
9310	Bos taurus	P00396	1.9.3.1	kcat		32.7		-	s^(-1)
9310	Bos taurus	P00396	1.9.3.1	concentration	Ferrocytochrome c	0.0	4.0E-5	-	M
9310	Bos taurus	P00396	1.9.3.1	Hill coefficient	Ferrocytochrome c	3.4		-	-
9310	Bos taurus	P00396	1.9.3.1	concentration	AMP	0.005		-	M
9310	Bos taurus	P00396	1.9.3.1	concentration	Enzyme	1.5E-7	3.0E-7	-	M
9310	Bos taurus	P00396	1.9.3.1	concentration	Theophylline	1.0E-4		-	M
9310	Bos taurus	P00396	1.9.3.1	Km	Ferrocytochrome c	2.3E-5		-	M
9490	Bos taurus	P11064	3.1.3.48	Vmax		0.001483363		-	katal*g^(-1)
